X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	3.45148e-05	1.42026e-05	-4.02897e-06
-4	0	-900	3.11177e-05	1.44777e-05	-4.18855e-06
-3	0	-900	2.56034e-05	1.28791e-05	-5.54126e-06
-2	0	-900	4.57191e-05	1.44116e-05	-2.7321e-06
-1	0	-900	3.98017e-05	1.31696e-05	-3.04251e-06
0	0	-900	3.98039e-05	1.39627e-05	-2.97552e-06
1	0	-900	4.55691e-05	1.41278e-05	-2.45617e-06
2	0	-900	3.55996e-05	1.40127e-05	-4.13536e-06
3	0	-900	3.67137e-05	1.34913e-05	-3.21663e-06
4	0	-900	3.84298e-05	1.33424e-05	-3.27243e-06
5	0	-900	4.10707e-05	1.29327e-05	-2.83437e-06
-5	0	-899.5	3.42805e-05	1.39568e-05	-3.86517e-06
-4	0	-899.5	2.89547e-05	1.41672e-05	-4.76629e-06
-3	0	-899.5	2.53807e-05	1.26676e-05	-6.03884e-06
-2	0	-899.5	4.38015e-05	1.41099e-05	-2.8132e-06
-1	0	-899.5	4.70966e-05	1.28799e-05	-2.12942e-06
0	0	-899.5	3.76159e-05	1.41277e-05	-3.43447e-06
1	0	-899.5	4.89704e-05	1.43128e-05	-2.22125e-06
2	0	-899.5	3.69836e-05	1.34329e-05	-3.53826e-06
3	0	-899.5	3.65967e-05	1.39982e-05	-3.47172e-06
4	0	-899.5	4.01664e-05	1.40635e-05	-3.23335e-06
5	0	-899.5	4.73251e-05	1.30266e-05	-2.21384e-06
-5	0	-899	3.28155e-05	1.37081e-05	-4.15093e-06
-4	0	-899	2.67788e-05	1.37888e-05	-5.45578e-06
-3	0	-899	2.65469e-05	1.28106e-05	-5.32785e-06
-2	0	-899	4.02214e-05	1.4195e-05	-3.36864e-06
-1	0	-899	4.28554e-05	1.35192e-05	-2.58343e-06
0	0	-899	3.78052e-05	1.3313e-05	-3.15942e-06
1	0	-899	4.55763e-05	1.37056e-05	-2.41667e-06
2	0	-899	3.45527e-05	1.39403e-05	-4.19274e-06
3	0	-899	3.31267e-05	1.33444e-05	-4.04288e-06
4	0	-899	3.91962e-05	1.38023e-05	-3.27568e-06
5	0	-899	4.26645e-05	1.33838e-05	-2.72468e-06
-5	0	-898.5	3.30396e-05	1.34475e-05	-4.08252e-06
-4	0	-898.5	2.85978e-05	1.43284e-05	-4.86823e-06
-3	0	-898.5	2.68275e-05	1.33828e-05	-5.70731e-06
-2	0	-898.5	3.87098e-05	1.38634e-05	-3.53991e-06
-1	0	-898.5	4.08807e-05	1.3029e-05	-2.71373e-06
0	0	-898.5	3.92579e-05	1.37265e-05	-3.01733e-06
1	0	-898.5	4.71266e-05	1.40779e-05	-2.308e-06
2	0	-898.5	3.28707e-05	1.39715e-05	-4.5736e-06
3	0	-898.5	3.45325e-05	1.38901e-05	-3.76166e-06
4	0	-898.5	3.96751e-05	1.41888e-05	-3.30366e-06
5	0	-898.5	4.48536e-05	1.41426e-05	-2.69388e-06
-5	0	-898	3.28266e-05	1.37844e-05	-4.08788e-06
-4	0	-898	2.84519e-05	1.38766e-05	-4.86543e-06
-3	0	-898	2.50129e-05	1.25148e-05	-6.23059e-06
-2	0	-898	4.02106e-05	1.42215e-05	-3.30897e-06
-1	0	-898	4.0293e-05	1.32287e-05	-2.86592e-06
0	0	-898	3.68332e-05	1.35062e-05	-3.41589e-06
1	0	-898	4.83667e-05	1.37967e-05	-2.19245e-06
2	0	-898	3.46534e-05	1.43351e-05	-4.20826e-06
3	0	-898	3.29461e-05	1.36173e-05	-4.12539e-06
4	0	-898	4.03459e-05	1.40715e-05	-3.15254e-06
5	0	-898	4.52388e-05	1.41539e-05	-2.61939e-06
-5	0	-897.5	3.32256e-05	1.3907e-05	-3.92205e-06
-4	0	-897.5	2.85852e-05	1.42347e-05	-5.01203e-06
-3	0	-897.5	2.49847e-05	1.30456e-05	-6.42606e-06
-2	0	-897.5	4.01136e-05	1.40694e-05	-3.28087e-06
-1	0	-897.5	4.10973e-05	1.29912e-05	-2.79778e-06
0	0	-897.5	3.59471e-05	1.34156e-05	-3.46142e-06
1	0	-897.5	4.62625e-05	1.38935e-05	-2.37259e-06
2	0	-897.5	3.39071e-05	1.39512e-05	-4.24946e-06
3	0	-897.5	3.18914e-05	1.32924e-05	-4.28978e-06
4	0	-897.5	3.83629e-05	1.40515e-05	-3.42091e-06
5	0	-897.5	4.44309e-05	1.40754e-05	-2.68876e-06
-5	0	-897	3.29428e-05	1.38984e-05	-4.07962e-06
-4	0	-897	2.79781e-05	1.39973e-05	-5.12506e-06
-3	0	-897	2.49016e-05	1.28019e-05	-6.1461e-06
-2	0	-897	4.03454e-05	1.37057e-05	-3.17538e-06
-1	0	-897	3.90537e-05	1.28857e-05	-2.97182e-06
0	0	-897	3.80065e-05	1.36324e-05	-3.13158e-06
1	0	-897	4.51338e-05	1.37234e-05	-2.44944e-06
