X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	164.13999839036322	3.437282205500678	-145.00363905699015	3.083737849246107	41.32071270279906	1.4733232281835038	-35.379332100237995	0.8193340151599251
-4.0	0.0	58.585497975166305	5.830976485509443	-83.99113529509059	3.62619748998489	22.555827833638435	1.849853107858563	-22.950313416788404	0.7445446783761867
-3.0	0.0	-16.361546076735035	3.3554360269930035	-62.60252549140291	3.488978828397199	9.940503100018395	1.591268631217028	-16.341767142953014	1.1643682117013363
-2.0	0.0	-77.65439099949846	3.676964847949354	-56.16749009946035	3.860962865100755	-0.011379466864146844	1.3550714782453956	-12.312252924984364	1.081685208192069
-1.0	0.0	-124.08921725949897	4.111082277875228	-58.885188857586954	3.587413846987494	-7.4518833130991124	1.9312669800869833	-8.659133226735904	0.7717977284550233
0.0	0.0	-172.3432304154062	4.943199510496992	-59.33902045468075	3.592225783723953	-14.037896217523047	1.6802188058737613	-4.671450752677414	1.047355911160144
1.0	0.0	-216.43247821022354	3.6299346722150423	-56.49325997740738	3.308433210608632	-20.937414245466574	1.7918857586906636	0.13285581348343548	1.1751437222647185
2.0	0.0	-270.4970213251372	3.809741850422306	-38.449348810501995	5.163592619699218	-29.99830320491247	1.4773063471899635	5.849022926548049	0.9153065691410318
3.0	0.0	-337.87724934928497	4.050639969624851	-15.535129674394947	9.824628511500814	-40.197470992939955	1.4571548817115818	12.590092334888615	0.999503805100512
4.0	0.0	-425.1561000037087	4.0942729763972	2.9941969955209484	4.66721967396926	-55.01293853168546	1.7926182979541574	20.118383562761316	0.9283157081235217
5.0	0.0	-544.167315586033	4.55057592020055	1.1865831232453674	4.572606347692384	-76.78419125657818	1.4479668504278274	24.076485749097188	1.3044067941755981
