X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	4.20416e-05	1.13141e-05	-2.21877e-06
-4	0	-900	6.3482e-05	1.11213e-05	-1.21859e-06
-3	0	-900	3.78288e-05	1.10908e-05	-2.82255e-06
-2	0	-900	3.33614e-05	1.20984e-05	-3.55576e-06
-1	0	-900	3.07187e-05	1.06667e-05	-3.91014e-06
0	0	-900	3.195e-05	1.08036e-05	-3.39724e-06
1	0	-900	2.77104e-05	1.07769e-05	-4.53312e-06
2	0	-900	2.9285e-05	1.15744e-05	-4.41935e-06
3	0	-900	3.12995e-05	1.09619e-05	-3.78185e-06
4	0	-900	6.33787e-05	1.0281e-05	-1.14696e-06
5	0	-900	2.96962e-05	1.06836e-05	-4.18405e-06
-5	0	-899.5	3.97376e-05	1.11879e-05	-2.46739e-06
-4	0	-899.5	6.2362e-05	1.11188e-05	-1.24846e-06
-3	0	-899.5	3.69205e-05	1.06981e-05	-2.75922e-06
-2	0	-899.5	3.11435e-05	1.18605e-05	-3.90408e-06
-1	0	-899.5	3.58727e-05	1.11441e-05	-2.90724e-06
0	0	-899.5	3.38894e-05	1.14719e-05	-3.16464e-06
1	0	-899.5	2.89161e-05	1.03113e-05	-3.87834e-06
2	0	-899.5	2.87864e-05	1.05889e-05	-4.32806e-06
3	0	-899.5	3.02505e-05	1.08914e-05	-3.9074e-06
4	0	-899.5	5.25211e-05	1.07763e-05	-1.59834e-06
5	0	-899.5	2.95758e-05	1.09351e-05	-4.29099e-06
-5	0	-899	3.95254e-05	1.10973e-05	-2.55779e-06
-4	0	-899	5.59871e-05	1.11887e-05	-1.47084e-06
-3	0	-899	3.7938e-05	1.05587e-05	-2.56748e-06
-2	0	-899	3.20969e-05	1.19484e-05	-3.80772e-06
-1	0	-899	3.54353e-05	1.08887e-05	-2.92001e-06
0	0	-899	3.12178e-05	1.13042e-05	-3.75977e-06
1	0	-899	2.69565e-05	1.03494e-05	-4.52491e-06
2	0	-899	2.77546e-05	1.15909e-05	-5.02346e-06
3	0	-899	3.10956e-05	1.13864e-05	-4.07986e-06
4	0	-899	4.65175e-05	1.04392e-05	-1.88238e-06
5	0	-899	2.92511e-05	1.11639e-05	-4.69865e-06
-5	0	-898.5	3.95788e-05	1.10121e-05	-2.47796e-06
-4	0	-898.5	5.92972e-05	1.07131e-05	-1.29235e-06
-3	0	-898.5	3.75191e-05	1.01161e-05	-2.55504e-06
-2	0	-898.5	3.45424e-05	1.19605e-05	-3.20938e-06
-1	0	-898.5	3.40442e-05	1.10557e-05	-3.17659e-06
0	0	-898.5	3.25485e-05	1.09817e-05	-3.31125e-06
1	0	-898.5	2.92047e-05	1.042e-05	-3.8145e-06
2	0	-898.5	2.79242e-05	1.14558e-05	-4.86101e-06
3	0	-898.5	3.14148e-05	1.17375e-05	-4.07581e-06
4	0	-898.5	4.60863e-05	1.00608e-05	-1.85435e-06
5	0	-898.5	2.85653e-05	1.08294e-05	-4.72661e-06
-5	0	-898	4.18572e-05	1.17067e-05	-2.40385e-06
-4	0	-898	1.86325e-05	1.12713e-05	-8.29968e-07
-3	0	-898	3.4196e-05	1.07518e-05	-3.25569e-06
-2	0	-898	3.70869e-05	1.16325e-05	-2.75196e-06
-1	0	-898	3.50996e-05	1.13106e-05	-3.05393e-06
0	0	-898	3.1447e-05	1.11727e-05	-3.71049e-06
1	0	-898	2.65413e-05	1.08496e-05	-5.13717e-06
2	0	-898	3.07363e-05	1.18021e-05	-4.1301e-06
3	0	-898	3.37265e-05	1.17847e-05	-3.43201e-06
4	0	-898	4.77711e-05	1.00373e-05	-1.68461e-06
5	0	-898	3.02662e-05	1.11901e-05	-4.24866e-06
-5	0	-897.5	4.18693e-05	1.14277e-05	-2.3301e-06
-4	0	-897.5	1.88204e-05	1.09132e-05	-1.0882e-06
-3	0	-897.5	3.8688e-05	1.04855e-05	-2.54124e-06
-2	0	-897.5	3.25229e-05	1.17902e-05	-3.61071e-06
-1	0	-897.5	3.5248e-05	1.1117e-05	-3.0842e-06
0	0	-897.5	3.07392e-05	1.12253e-05	-3.88538e-06
1	0	-897.5	2.6913e-05	1.1108e-05	-4.99616e-06
2	0	-897.5	2.80906e-05	1.12071e-05	-4.76677e-06
3	0	-897.5	3.26002e-05	1.12427e-05	-3.59024e-06
4	0	-897.5	4.65294e-05	1.03483e-05	-1.81818e-06
5	0	-897.5	3.01887e-05	1.12342e-05	-4.20642e-06
-5	0	-897	3.90255e-05	1.15713e-05	-2.6379e-06
-4	0	-897	1.91312e-05	1.087e-05	-6.06088e-07
-3	0	-897	3.57415e-05	1.01361e-05	-2.90982e-06
-2	0	-897	3.26306e-05	1.2555e-05	-3.88605e-06
-1	0	-897	3.55578e-05	1.13665e-05	-3.0691e-06
0	0	-897	3.02614e-05	1.08504e-05	-4.0542e-06
1	0	-897	2.56454e-05	1.03515e-05	-5.44675e-06
2	0	-897	2.8413e-05	1.09407e-05	-4.71892e-06
3	0	-897	2.96849e-05	1.14273e-05	-4.65371e-06
4	0	-897	5.43363e-05	1.00874e-05	-1.40144e-06
5	0	-897	2.98602e-05	1.10172e-05	-4.293e-06
-5	0	-896.5	3.93344e-05	1.13518e-05	-2.59267e-06
-4	0	-896.5	1.87031e-05	1.04482e-05	-8.79629e-07
-3	0	-896.5	3.73964e-05	1.05116e-05	-2.60021e-06
-2	0	-896.5	3.01276e-05	1.20621e-05	-4.3445e-06
-1	0	-896.5	3.48339e-05	1.1267e-05	-3.09619e-06
0	0	-896.5	2.94491e-05	1.13366e-05	-4.33038e-06
1	0	-896.5	2.59913e-05	1.08729e-05	-5.30253e-06
2	0	-896.5	2.69149e-05	1.12861e-05	-5.31297e-06
3	0	-896.5	3.16881e-05	1.17232e-05	-4.21517e-06
4	0	-896.5	5.66874e-05	1.0577e-05	-1.39216e-06
5	0	-896.5	3.11517e-05	1.10206e-05	-3.93551e-06
-5	0	-896	3.61391e-05	1.14285e-05	-2.98751e-06
-4	0	-896	6.66899e-05	1.05884e-05	-1.0797e-06
-3	0	-896	3.631e-05	1.07864e-05	-2.92766e-06
-2	0	-896	2.98999e-05	1.21006e-05	-4.35638e-06
-1	0	-896	3.40224e-05	1.14013e-05	-3.25825e-06
0	0	-896	3.03574e-05	1.12743e-05	-4.07781e-06
1	0	-896	2.57022e-05	1.16205e-05	-5.58764e-06
2	0	-896	2.93474e-05	1.14507e-05	-4.30705e-06
3	0	-896	3.09556e-05	1.13243e-05	-4.1369e-06
4	0	-896	5.75913e-05	1.03366e-05	-1.32696e-06
5	0	-896	2.96085e-05	1.09611e-05	-4.42476e-06
-5	0	-895.5	3.95206e-05	1.0397e-05	-2.41461e-06
-4	0	-895.5	5.8043e-05	1.11916e-05	-1.39028e-06
-3	0	-895.5	3.70743e-05	1.09623e-05	-2.93409e-06
-2	0	-895.5	3.30722e-05	1.16201e-05	-3.39776e-06
-1	0	-895.5	3.30183e-05	1.10082e-05	-3.43943e-06
0	0	-895.5	2.98902e-05	1.10053e-05	-4.08443e-06
1	0	-895.5	2.59492e-05	1.07027e-05	-5.41837e-06
2	0	-895.5	2.86462e-05	1.14038e-05	-4.87446e-06
3	0	-895.5	3.04431e-05	1.17849e-05	-4.40798e-06
4	0	-895.5	4.30595e-05	1.01341e-05	-2.09797e-06
5	0	-895.5	3.03525e-05	1.13776e-05	-4.25539e-06
-5	0	-895	3.79592e-05	1.05841e-05	-2.5285e-06
-4	0	-895	5.9445e-05	1.10186e-05	-1.33013e-06
-3	0	-895	3.58006e-05	1.10566e-05	-3.09971e-06
-2	0	-895	3.04219e-05	1.17173e-05	-4.12616e-06
-1	0	-895	3.26581e-05	1.0845e-05	-3.4319e-06
0	0	-895	2.9696e-05	1.12873e-05	-4.22385e-06
1	0	-895	2.76196e-05	1.07213e-05	-4.38505e-06
2	0	-895	2.93055e-05	1.12599e-05	-4.47655e-06
3	0	-895	2.80563e-05	1.09402e-05	-5.00252e-06
4	0	-895	4.44903e-05	1.01079e-05	-1.98425e-06
5	0	-895	2.88214e-05	1.10526e-05	-4.7176e-06
-5	0	-894.5	3.88804e-05	1.15688e-05	-2.7895e-06
-4	0	-894.5	1.83934e-05	1.09602e-05	-7.83073e-07
-3	0	-894.5	3.70448e-05	1.06782e-05	-2.79221e-06
-2	0	-894.5	2.99627e-05	1.14801e-05	-4.3497e-06
-1	0	-894.5	2.97905e-05	1.05519e-05	-4.1059e-06
0	0	-894.5	2.9394e-05	1.08742e-05	-4.22011e-06
1	0	-894.5	2.6977e-05	1.07063e-05	-5.41011e-06
2	0	-894.5	2.74381e-05	1.13974e-05	-4.8588e-06
3	0	-894.5	2.87788e-05	1.13923e-05	-4.7725e-06
4	0	-894.5	4.30414e-05	9.70976e-06	-2.02827e-06
5	0	-894.5	2.70721e-05	1.04133e-05	-5.21049e-06
-5	0	-894	3.90305e-05	1.17766e-05	-2.69395e-06
-4	0	-894	6.34981e-05	1.09576e-05	-1.19749e-06
-3	0	-894	3.71153e-05	1.06167e-05	-2.7243e-06
-2	0	-894	3.30255e-05	1.14241e-05	-3.32605e-06
-1	0	-894	3.13165e-05	1.05812e-05	-3.69748e-06
0	0	-894	2.78717e-05	1.01061e-05	-4.35815e-06
1	0	-894	2.67035e-05	1.11516e-05	-5.18003e-06
2	0	-894	2.77826e-05	1.11805e-05	-4.75124e-06
3	0	-894	2.99139e-05	1.13834e-05	-4.41878e-06
4	0	-894	4.14245e-05	9.77096e-06	-2.15321e-06
5	0	-894	2.65952e-05	1.06717e-05	-5.38079e-06
-5	0	-893.5	3.36807e-05	1.11784e-05	-3.4169e-06
-4	0	-893.5	5.61705e-05	1.06934e-05	-1.38212e-06
-3	0	-893.5	3.84541e-05	1.0412e-05	-2.51568e-06
-2	0	-893.5	3.32751e-05	1.22296e-05	-3.52733e-06
-1	0	-893.5	3.19835e-05	1.04992e-05	-3.49903e-06
0	0	-893.5	3.01272e-05	1.05695e-05	-3.89324e-06
1	0	-893.5	2.57239e-05	1.07621e-05	-5.40534e-06
2	0	-893.5	2.65485e-05	1.13128e-05	-5.34213e-06
3	0	-893.5	2.89404e-05	1.12664e-05	-4.78964e-06
4	0	-893.5	4.4943e-05	1.02985e-05	-1.97563e-06
5	0	-893.5	2.89699e-05	1.01445e-05	-4.30927e-06
-5	0	-893	3.85634e-05	1.11673e-05	-2.58608e-06
-4	0	-893	5.54612e-05	1.0245e-05	-1.35797e-06
-3	0	-893	3.6717e-05	1.01602e-05	-2.75443e-06
-2	0	-893	3.09016e-05	1.24639e-05	-4.14631e-06
