X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	80.85756380090847	5.486312560166048	-183.80702668934606	5.7060802673723225	30.97800732498648	1.592654633455237	-41.49208499122371	1.2050738614615197
-4.0	0.0	36.65649067706817	3.974623494611207	-116.43866182585133	4.742179300204274	20.882104925229697	1.4265534370329669	-26.225934352171745	0.8491352520360319
-3.0	0.0	18.681383526715624	5.882280489535943	-92.6844649459695	3.1956106098320043	15.360499846678263	1.594022166424864	-18.857811008545365	1.2991728397236562
-2.0	0.0	19.144320957016838	3.789253539647413	-87.76524544315022	4.576049924896824	14.200783984174922	1.4579554758087976	-15.677904084269956	1.0748274918152612
-1.0	0.0	23.427417676779562	4.974802339342884	-84.49126543419807	6.666309109857739	14.72943716377137	2.6282627430223418	-10.915028738249687	1.7898226452943349
0.0	0.0	36.519841121871906	3.2558167967190377	-78.56705209695717	3.5256328358875524	15.32118153962636	1.5428332080096414	-6.9543442792265076	1.3755298154826805
1.0	0.0	47.63230549375931	5.057188362340609	-64.64018058270095	4.028476600933682	16.0289244662166	1.3312797200104205	-1.1738610059748584	1.2239216883325368
2.0	0.0	53.87626983107991	4.03983334939199	-39.48336045006826	6.0718202616026735	15.665192703988845	1.5244066879902016	5.519677159172502	1.0115478368425868
3.0	0.0	50.19476687788325	3.8695834747408533	-10.261142490354452	4.176598413227928	13.333001760483935	1.5420119796235965	13.132801691673624	0.9601522389820957
4.0	0.0	25.878395302283714	4.552093106782335	25.758279454391857	4.029579242246974	5.668134342839768	1.6270430670943221	20.901495321711018	0.8883107811692829
5.0	0.0	-16.630425140091866	4.497003545973123	35.68223077896931	7.2965978606826285	-4.819781455154277	1.7031029474433612	26.48721232409047	0.8706198377403063
