X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	1.08524e-05	1.08477e-05	-8.09097e-06
-4	0	-900	1.06721e-05	9.387e-06	-7.91116e-06
-3	0	-900	9.51189e-06	1.06773e-05	-9.0128e-06
-2	0	-900	9.39558e-06	9.83712e-06	-9.13353e-06
-1	0	-900	1.06503e-05	1.03381e-05	-8.27917e-06
0	0	-900	8.30578e-06	9.66607e-06	-1.01649e-05
1	0	-900	1.06534e-05	9.81398e-06	-8.75073e-06
2	0	-900	1.2339e-05	1.03089e-05	-8.1254e-06
3	0	-900	1.00352e-05	1.10082e-05	-8.63027e-06
4	0	-900	8.85432e-06	1.09551e-05	-1.08951e-05
5	0	-900	1.1468e-05	1.06486e-05	-9.30506e-06
-5	0	-899.5	1.04696e-05	1.03294e-05	-8.69328e-06
-4	0	-899.5	1.07046e-05	1.01512e-05	-8.47268e-06
-3	0	-899.5	9.29396e-06	1.08265e-05	-9.37948e-06
-2	0	-899.5	9.65538e-06	1.03584e-05	-9.09069e-06
-1	0	-899.5	1.02971e-05	1.07658e-05	-8.34503e-06
0	0	-899.5	8.66415e-06	9.36737e-06	-9.88045e-06
1	0	-899.5	9.69541e-06	9.05184e-06	-8.25082e-06
2	0	-899.5	1.18498e-05	1.03379e-05	-8.449e-06
3	0	-899.5	1.01655e-05	1.14798e-05	-9.42825e-06
4	0	-899.5	8.3615e-06	1.09016e-05	-1.111e-05
5	0	-899.5	1.09268e-05	1.0803e-05	-9.72241e-06
-5	0	-899	1.04812e-05	1.01154e-05	-8.37693e-06
-4	0	-899	1.15763e-05	1.04382e-05	-8.15908e-06
-3	0	-899	9.50648e-06	1.09349e-05	-9.46694e-06
-2	0	-899	9.93834e-06	1.11402e-05	-9.73225e-06
-1	0	-899	1.04407e-05	1.06485e-05	-7.91187e-06
0	0	-899	8.71041e-06	9.92505e-06	-9.8043e-06
1	0	-899	1.0283e-05	9.91366e-06	-8.63253e-06
2	0	-899	1.19371e-05	1.03734e-05	-8.47551e-06
3	0	-899	1.00456e-05	1.14621e-05	-9.45195e-06
4	0	-899	8.57106e-06	1.14937e-05	-1.10606e-05
5	0	-899	1.14412e-05	1.1129e-05	-9.58111e-06
-5	0	-898.5	1.06546e-05	1.07506e-05	-8.49403e-06
-4	0	-898.5	1.03775e-05	1.02473e-05	-7.97973e-06
-3	0	-898.5	9.32036e-06	1.10051e-05	-9.62715e-06
-2	0	-898.5	9.25725e-06	1.04947e-05	-1.01994e-05
-1	0	-898.5	1.04256e-05	1.08182e-05	-8.71078e-06
0	0	-898.5	8.36435e-06	9.59945e-06	-9.86814e-06
1	0	-898.5	9.97823e-06	1.01569e-05	-9.17154e-06
2	0	-898.5	1.28988e-05	1.01655e-05	-8.19552e-06
3	0	-898.5	1.0246e-05	1.0724e-05	-8.99666e-06
4	0	-898.5	8.84595e-06	1.13792e-05	-1.08331e-05
5	0	-898.5	1.17147e-05	1.07216e-05	-9.64902e-06
-5	0	-898	1.04627e-05	1.0783e-05	-8.84791e-06
-4	0	-898	1.05119e-05	9.86937e-06	-8.24967e-06
-3	0	-898	9.08585e-06	1.09583e-05	-9.62482e-06
-2	0	-898	9.04396e-06	1.06395e-05	-9.54223e-06
-1	0	-898	1.0374e-05	1.09498e-05	-9.14919e-06
0	0	-898	8.31951e-06	9.55543e-06	-9.6248e-06
1	0	-898	9.65644e-06	9.4652e-06	-8.90288e-06
2	0	-898	1.26471e-05	1.08662e-05	-8.29377e-06
3	0	-898	1.01584e-05	1.02913e-05	-9.03246e-06
4	0	-898	8.95156e-06	1.13149e-05	-1.06164e-05
5	0	-898	1.12894e-05	1.0718e-05	-1.01878e-05
-5	0	-897.5	1.05297e-05	1.0736e-05	-9.05688e-06
-4	0	-897.5	1.01552e-05	1.01508e-05	-8.68651e-06
-3	0	-897.5	8.87972e-06	9.93897e-06	-9.55474e-06
-2	0	-897.5	9.47977e-06	1.03725e-05	-9.4688e-06
-1	0	-897.5	1.01176e-05	1.08383e-05	-8.87987e-06
0	0	-897.5	8.75631e-06	9.68777e-06	-9.89648e-06
1	0	-897.5	9.94458e-06	9.45633e-06	-9.25773e-06
2	0	-897.5	1.32992e-05	1.05965e-05	-8.02933e-06
3	0	-897.5	1.04224e-05	1.00211e-05	-9.7865e-06
4	0	-897.5	8.32709e-06	1.13648e-05	-1.1205e-05
5	0	-897.5	1.12322e-05	1.11726e-05	-1.00447e-05
-5	0	-897	1.10883e-05	1.11108e-05	-8.63787e-06
-4	0	-897	1.06454e-05	1.00595e-05	-8.6935e-06
