X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	2.15946e-05	1.636e-05	-8.1014e-06
-4	0	-900	1.6858e-05	1.62008e-05	-1.08188e-05
-3	0	-900	1.82824e-05	1.60229e-05	-9.34596e-06
-2	0	-900	1.9994e-05	1.49312e-05	-8.55126e-06
-1	0	-900	2.22166e-05	1.58568e-05	-7.751e-06
0	0	-900	2.00806e-05	1.55515e-05	-8.88811e-06
1	0	-900	1.99685e-05	1.54428e-05	-9.15757e-06
2	0	-900	2.25145e-05	1.46685e-05	-7.17441e-06
3	0	-900	1.90748e-05	1.61372e-05	-8.96316e-06
4	0	-900	1.9399e-05	1.58471e-05	-9.33941e-06
5	0	-900	2.00014e-05	1.53264e-05	-8.24892e-06
-5	0	-899.5	2.0283e-05	1.58589e-05	-8.15539e-06
-4	0	-899.5	1.6916e-05	1.68629e-05	-1.04442e-05
-3	0	-899.5	1.805e-05	1.57823e-05	-9.43505e-06
-2	0	-899.5	2.08013e-05	1.54235e-05	-8.82774e-06
-1	0	-899.5	2.21956e-05	1.58887e-05	-8.26838e-06
0	0	-899.5	2.00094e-05	1.52092e-05	-9.08299e-06
1	0	-899.5	1.92437e-05	1.47488e-05	-8.64212e-06
2	0	-899.5	2.24128e-05	1.49639e-05	-7.26884e-06
3	0	-899.5	1.9785e-05	1.61637e-05	-9.32358e-06
4	0	-899.5	2.00726e-05	1.58362e-05	-8.46485e-06
5	0	-899.5	2.02459e-05	1.56163e-05	-7.91135e-06
-5	0	-899	2.07359e-05	1.55754e-05	-7.74805e-06
-4	0	-899	1.61372e-05	1.6174e-05	-1.07214e-05
-3	0	-899	1.8075e-05	1.60691e-05	-9.9908e-06
-2	0	-899	2.10938e-05	1.49923e-05	-8.57408e-06
-1	0	-899	2.24647e-05	1.59272e-05	-7.89527e-06
0	0	-899	1.94399e-05	1.5303e-05	-9.04301e-06
1	0	-899	1.92341e-05	1.48898e-05	-9.60809e-06
2	0	-899	2.23698e-05	1.52511e-05	-6.92242e-06
3	0	-899	2.01168e-05	1.59672e-05	-8.97205e-06
4	0	-899	1.92711e-05	1.52089e-05	-8.81791e-06
5	0	-899	2.00167e-05	1.56454e-05	-8.31251e-06
-5	0	-898.5	2.07349e-05	1.5596e-05	-8.09644e-06
-4	0	-898.5	1.60788e-05	1.63353e-05	-1.0689e-05
-3	0	-898.5	1.80084e-05	1.63183e-05	-1.05266e-05
-2	0	-898.5	2.08528e-05	1.52036e-05	-8.57165e-06
-1	0	-898.5	2.20714e-05	1.57977e-05	-8.04035e-06
0	0	-898.5	2.02741e-05	1.4825e-05	-8.39731e-06
1	0	-898.5	1.87625e-05	1.48197e-05	-9.29605e-06
2	0	-898.5	2.2596e-05	1.51659e-05	-7.50159e-06
3	0	-898.5	2.06184e-05	1.67267e-05	-8.61693e-06
4	0	-898.5	1.90051e-05	1.51558e-05	-9.74119e-06
5	0	-898.5	2.00008e-05	1.53645e-05	-8.34601e-06
-5	0	-898	2.10242e-05	1.56221e-05	-7.67029e-06
-4	0	-898	1.60571e-05	1.67537e-05	-1.11361e-05
-3	0	-898	1.78994e-05	1.59108e-05	-9.77543e-06
-2	0	-898	2.15154e-05	1.52713e-05	-7.9277e-06
-1	0	-898	2.18383e-05	1.63312e-05	-8.41145e-06
0	0	-898	2.01593e-05	1.51623e-05	-8.8788e-06
1	0	-898	1.9065e-05	1.48429e-05	-8.64636e-06
2	0	-898	2.28479e-05	1.51805e-05	-7.32791e-06
3	0	-898	1.96434e-05	1.58672e-05	-8.87519e-06
4	0	-898	1.9082e-05	1.55574e-05	-9.21787e-06
5	0	-898	1.97192e-05	1.48049e-05	-8.71973e-06
-5	0	-897.5	2.17447e-05	1.61177e-05	-7.43498e-06
-4	0	-897.5	1.63948e-05	1.61327e-05	-1.08075e-05
-3	0	-897.5	1.87022e-05	1.62427e-05	-9.34629e-06
-2	0	-897.5	2.07863e-05	1.50338e-05	-8.33591e-06
-1	0	-897.5	2.18611e-05	1.59855e-05	-8.43923e-06
0	0	-897.5	2.02352e-05	1.50511e-05	-9.12079e-06
1	0	-897.5	1.91568e-05	1.53083e-05	-9.59107e-06
2	0	-897.5	2.18514e-05	1.50688e-05	-7.33533e-06
3	0	-897.5	1.97682e-05	1.58208e-05	-9.02434e-06
4	0	-897.5	1.84703e-05	1.56537e-05	-8.99079e-06
5	0	-897.5	1.99841e-05	1.50864e-05	-8.70927e-06
-5	0	-897	2.06196e-05	1.60148e-05	-7.83164e-06
-4	0	-897	1.61122e-05	1.61923e-05	-1.04499e-05
-3	0	-897	1.84298e-05	1.58969e-05	-9.14186e-06
-2	0	-897	2.05268e-05	1.49254e-05	-8.16375e-06
-1	0	-897	2.19448e-05	1.6211e-05	-8.34163e-06
0	0	-897	2.03707e-05	1.49107e-05	-8.75318e-06
1	0	-897	1.91453e-05	1.48695e-05	-9.25074e-06
2	0	-897	2.18471e-05	1.54004e-05	-7.65026e-06
3	0	-897	2.05967e-05	1.6167e-05	-8.77006e-06
4	0	-897	1.88655e-05	1.57005e-05	-9.39788e-06
5	0	-897	1.94089e-05	1.54024e-05	-8.84541e-06
-5	0	-896.5	1.98642e-05	1.57944e-05	-8.57868e-06
-4	0	-896.5	1.63971e-05	1.6259e-05	-1.1283e-05
-3	0	-896.5	1.79086e-05	1.56126e-05	-9.5507e-06
-2	0	-896.5	2.0895e-05	1.49542e-05	-8.25046e-06
-1	0	-896.5	2.22573e-05	1.59356e-05	-7.70474e-06
0	0	-896.5	1.99938e-05	1.51183e-05	-8.9506e-06
1	0	-896.5	1.88251e-05	1.44271e-05	-9.07141e-06
2	0	-896.5	2.2141e-05	1.48523e-05	-7.39797e-06
3	0	-896.5	2.04617e-05	1.59321e-05	-8.95182e-06
4	0	-896.5	1.89444e-05	1.59289e-05	-9.50775e-06
5	0	-896.5	1.9833e-05	1.51938e-05	-8.69324e-06
-5	0	-896	2.042e-05	1.58035e-05	-8.52757e-06
-4	0	-896	1.62408e-05	1.59806e-05	-1.15147e-05
-3	0	-896	1.75445e-05	1.5765e-05	-9.55148e-06
-2	0	-896	2.09977e-05	1.54148e-05	-8.0656e-06
-1	0	-896	2.16644e-05	1.57303e-05	-8.70205e-06
0	0	-896	2.02491e-05	1.49075e-05	-8.75356e-06
1	0	-896	1.90369e-05	1.47343e-05	-9.59547e-06
2	0	-896	2.16823e-05	1.49022e-05	-7.522e-06
3	0	-896	2.01898e-05	1.60669e-05	-9.30692e-06
4	0	-896	1.86854e-05	1.60406e-05	-9.36633e-06
5	0	-896	1.961e-05	1.54876e-05	-9.07952e-06
-5	0	-895.5	2.02097e-05	1.53494e-05	-8.37891e-06
-4	0	-895.5	1.57567e-05	1.59544e-05	-1.15569e-05
-3	0	-895.5	1.80155e-05	1.61016e-05	-9.33514e-06
-2	0	-895.5	1.99512e-05	1.48578e-05	-8.96055e-06
-1	0	-895.5	2.11598e-05	1.62336e-05	-8.95995e-06
0	0	-895.5	2.01546e-05	1.49078e-05	-9.00375e-06
1	0	-895.5	1.94074e-05	1.52676e-05	-9.16799e-06
2	0	-895.5	2.15247e-05	1.5157e-05	-8.19777e-06
3	0	-895.5	1.98229e-05	1.62751e-05	-9.30718e-06
4	0	-895.5	1.84551e-05	1.5797e-05	-1.02687e-05
5	0	-895.5	1.92453e-05	1.46465e-05	-9.36437e-06
-5	0	-895	2.08395e-05	1.62466e-05	-8.0851e-06
-4	0	-895	1.59041e-05	1.60861e-05	-1.14094e-05
-3	0	-895	1.7666e-05	1.62627e-05	-9.86058e-06
-2	0	-895	1.95226e-05	1.43363e-05	-8.70187e-06
-1	0	-895	2.17214e-05	1.6592e-05	-8.84785e-06
0	0	-895	2.00777e-05	1.52618e-05	-9.2075e-06
1	0	-895	1.92598e-05	1.54753e-05	-9.47524e-06
2	0	-895	2.16835e-05	1.56522e-05	-8.24138e-06
3	0	-895	1.98953e-05	1.64007e-05	-9.20127e-06
4	0	-895	1.89984e-05	1.56744e-05	-9.74856e-06
5	0	-895	1.94113e-05	1.50512e-05	-9.31962e-06
-5	0	-894.5	2.10718e-05	1.63101e-05	-7.88151e-06
-4	0	-894.5	1.56471e-05	1.61005e-05	-1.16825e-05
-3	0	-894.5	1.73834e-05	1.58608e-05	-9.54074e-06
-2	0	-894.5	2.04898e-05	1.48701e-05	-8.42668e-06
-1	0	-894.5	2.14387e-05	1.5622e-05	-8.97366e-06
0	0	-894.5	2.03613e-05	1.57189e-05	-9.03177e-06
1	0	-894.5	1.94546e-05	1.55018e-05	-9.44184e-06
2	0	-894.5	2.15564e-05	1.52302e-05	-8.05921e-06
3	0	-894.5	1.91729e-05	1.6277e-05	-9.51816e-06
4	0	-894.5	1.84205e-05	1.53782e-05	-9.70511e-06
5	0	-894.5	1.86235e-05	1.49364e-05	-9.35653e-06
-5	0	-894	2.10055e-05	1.62457e-05	-7.91233e-06
-4	0	-894	1.57554e-05	1.60416e-05	-1.20167e-05
-3	0	-894	1.82272e-05	1.62395e-05	-1.00396e-05
-2	0	-894	2.09738e-05	1.44649e-05	-8.30411e-06
-1	0	-894	2.1271e-05	1.63188e-05	-8.98878e-06
0	0	-894	1.98413e-05	1.52789e-05	-9.42152e-06
1	0	-894	1.9396e-05	1.52471e-05	-9.52543e-06
2	0	-894	2.21917e-05	1.5063e-05	-7.70163e-06
3	0	-894	1.98758e-05	1.60198e-05	-9.30726e-06
4	0	-894	1.83427e-05	1.56739e-05	-1.05379e-05
5	0	-894	1.89593e-05	1.48867e-05	-9.49201e-06
-5	0	-893.5	2.10927e-05	1.62406e-05	-7.93951e-06
-4	0	-893.5	1.58963e-05	1.66925e-05	-1.17025e-05
-3	0	-893.5	1.81455e-05	1.58026e-05	-1.00953e-05
-2	0	-893.5	2.08804e-05	1.5037e-05	-8.4691e-06
-1	0	-893.5	2.13558e-05	1.631e-05	-8.84278e-06
0	0	-893.5	2.02787e-05	1.54575e-05	-9.21902e-06
1	0	-893.5	1.85088e-05	1.51912e-05	-9.9464e-06
2	0	-893.5	2.1734e-05	1.55406e-05	-7.76928e-06
3	0	-893.5	2.0716e-05	1.63311e-05	-8.75856e-06
4	0	-893.5	1.8343e-05	1.58909e-05	-1.00851e-05
5	0	-893.5	1.91541e-05	1.5077e-05	-9.31627e-06
-5	0	-893	1.99718e-05	1.56977e-05	-8.44864e-06
-4	0	-893	1.5724e-05	1.67976e-05	-1.1141e-05
-3	0	-893	1.77016e-05	1.60603e-05	-9.87753e-06
-2	0	-893	2.01804e-05	1.50949e-05	-8.98925e-06
-1	0	-893	2.13442e-05	1.6208e-05	-9.06721e-06
0	0	-893	1.91416e-05	1.54168e-05	-9.59213e-06
1	0	-893	1.83887e-05	1.46051e-05	-9.70314e-06
2	0	-893	2.05919e-05	1.51067e-05	-8.53145e-06
3	0	-893	1.98084e-05	1.60167e-05	-9.73637e-06
4	0	-893	1.84656e-05	1.59052e-05	-9.91574e-06
5	0	-893	1.93777e-05	1.53673e-05	-9.7057e-06
-5	0	-892.5	1.9775e-05	1.57767e-05	-8.99839e-06
-4	0	-892.5	1.55805e-05	1.68586e-05	-1.21495e-05
-3	0	-892.5	1.72155e-05	1.64002e-05	-1.01086e-05
-2	0	-892.5	1.92087e-05	1.49543e-05	-9.39e-06
-1	0	-892.5	2.10738e-05	1.59908e-05	-9.16482e-06
0	0	-892.5	1.97456e-05	1.55052e-05	-9.35576e-06
1	0	-892.5	1.86915e-05	1.47633e-05	-9.97237e-06
2	0	-892.5	2.10252e-05	1.49224e-05	-8.31977e-06
3	0	-892.5	2.03785e-05	1.59469e-05	-9.93931e-06
4	0	-892.5	1.87621e-05	1.60137e-05	-9.93527e-06
5	0	-892.5	1.88611e-05	1.50444e-05	-9.73936e-06
-5	0	-892	2.07566e-05	1.6451e-05	-8.60298e-06
-4	0	-892	1.57956e-05	1.70406e-05	-1.19651e-05
-3	0	-892	1.70006e-05	1.601e-05	-1.03607e-05
-2	0	-892	1.94776e-05	1.46757e-05	-9.0808e-06
-1	0	-892	2.12754e-05	1.63746e-05	-9.44635e-06
0	0	-892	1.98369e-05	1.5282e-05	-9.24839e-06
1	0	-892	1.90965e-05	1.48923e-05	-9.61303e-06
2	0	-892	2.12183e-05	1.52978e-05	-8.06724e-06
3	0	-892	1.98654e-05	1.5683e-05	-9.96664e-06
4	0	-892	1.81499e-05	1.6462e-05	-9.75025e-06
5	0	-892	1.88647e-05	1.53991e-05	-9.79135e-06
-5	0	-891.5	2.07144e-05	1.62312e-05	-8.08796e-06
-4	0	-891.5	1.58772e-05	1.65803e-05	-1.18612e-05
-3	0	-891.5	1.7778e-05	1.60578e-05	-1.04013e-05
-2	0	-891.5	2.07728e-05	1.57514e-05	-8.58201e-06
-1	0	-891.5	2.11282e-05	1.602e-05	-9.08733e-06
0	0	-891.5	1.88823e-05	1.49891e-05	-9.59749e-06
1	0	-891.5	1.8707e-05	1.50864e-05	-1.00219e-05
2	0	-891.5	2.07548e-05	1.54255e-05	-8.19971e-06
3	0	-891.5	2.0108e-05	1.61639e-05	-9.35602e-06
4	0	-891.5	1.76367e-05	1.62212e-05	-1.03312e-05
5	0	-891.5	1.93588e-05	1.53817e-05	-9.04154e-06
-5	0	-891	2.03757e-05	1.59178e-05	-8.3834e-06
-4	0	-891	1.54652e-05	1.68067e-05	-1.18014e-05
-3	0	-891	1.71033e-05	1.57146e-05	-1.06051e-05
-2	0	-891	2.00795e-05	1.5408e-05	-8.93479e-06
-1	0	-891	2.08071e-05	1.59179e-05	-9.5054e-06
0	0	-891	1.89146e-05	1.52177e-05	-9.97865e-06
1	0	-891	1.89606e-05	1.47902e-05	-9.56389e-06
2	0	-891	2.13885e-05	1.54347e-05	-7.93084e-06
3	0	-891	1.93844e-05	1.63739e-05	-9.50508e-06
