X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	-1.0	146.38587952454537	3.8675980387259945	139.87229986454128	7.442816475700121	43.21932354480969	1.4152934033277977	-0.2975949005562893	1.303140765391868
-4.0	-1.0	52.27582844587474	3.891560183022755	137.05510008006902	5.094386368062657	26.951487279761988	1.2964703308262142	2.753410099789033	1.2101080337097097
-3.0	-1.0	8.923702036401187	4.578791938691028	116.68084799011936	7.101883804837074	18.783608627595054	1.5151375499818298	3.7496887065120177	1.5453252787401661
-2.0	-1.0	-10.028238732582428	5.106326520276634	93.8444314409947	7.915004687535302	15.437140242386194	1.5242151113061437	3.0267050648854843	1.398227669149698
-1.0	-1.0	-11.793468714633164	4.491032803346699	94.78525737006021	4.074093538298013	14.735178348578977	1.5341347909802152	7.572563443488181	0.7696361808403492
0.0	-1.0	-3.4552534440633282	4.180797716860331	97.78571436489787	5.9401097801969325	14.210542959822888	1.4431525753915815	11.89197382992776	1.4390568572680784
1.0	-1.0	0.014818162261649191	4.080984617448092	133.66049421216192	4.197914963987232	12.919448611393438	4.890038807687625	20.33153707281847	1.0990886844073187
2.0	-1.0	-8.80352178688249	3.823514085889919	177.17615540159798	5.032164012036908	11.707121900514453	1.6545282824439231	30.217305344784545	1.7777420789498775
3.0	-1.0	-44.30617731152225	3.4945607998538044	252.0804193357455	6.728866240311794	4.336931210888389	1.2572535089345862	44.17174497426021	0.9583619620943495
4.0	-1.0	-127.23208046507656	4.252128924277275	328.8374069283284	4.602341419916825	-9.82927311314443	1.5119834475111444	59.68476701426463	1.1112286933988866
5.0	-1.0	-294.29454262275675	4.6444717000471885	399.61283589434595	6.113880035128412	-33.28467770489312	10.497097113144035	75.63005846707114	1.0878266056746757
-5.0	0.0	113.8098502810179	4.3858246351651005	36.742704013943005	7.689393697218735	32.62596486283082	1.656774606063566	-18.247846300776587	1.0629773332809505
-4.0	0.0	55.27703173760775	4.8082682106620025	77.60175120514856	3.2576478954796015	21.505094098616024	1.660443378053193	-7.770883327903588	0.9831455540264411
-3.0	0.0	20.9436519301837	3.465693271397286	85.70872485140099	5.2685466961528515	15.033037876856003	1.4359462421369464	-2.480318235487539	0.8367452962489206
-2.0	0.0	0.448481426448555	6.552776570686135	81.026961986324	4.019517099020395	11.736293096120448	1.503000701029698	2.3253084961638244	1.3812963137193848
-1.0	0.0	-7.116897617110106	3.5579333623266898	87.05745625132509	3.270887029554848	9.339556009735091	1.3148057867420173	6.382079741008056	1.2417306521849174
0.0	0.0	-13.776231786314806	4.792806746814817	96.34632774751971	4.721632572785303	7.80614688666642	1.4508917710299876	11.033457726433246	1.9476841002422194
1.0	0.0	-27.246880783922208	9.081009022114962	113.18999817700596	17.547654133709187	5.59435084050367	1.5254536778588332	17.47956259288139	1.6779591293865193
2.0	0.0	-48.955393103689936	4.721744444343348	150.60982030947264	6.077887686374401	0.485473624372414	1.5395485830967373	26.136807459161126	1.3181296992952523
3.0	0.0	-93.35822370272699	3.959500706180682	191.39008775272055	4.885541050595778	-7.9223248565241855	1.515190573150753	33.267955347156054	1.1946302041195596
4.0	0.0	-169.88768694168613	4.708536124895949	220.29425846142257	5.046920097526892	-21.847000402071398	1.4284945087547694	41.02356573065048	1.099239991091183
5.0	0.0	-283.7201533302995	3.6830489816696126	209.75699989395324	5.034270217934581	-42.167857350317746	1.4645761727772981	44.827311395406944	0.789367671804824
-5.0	1.0	39.348854172221415	4.704998463155074	-9.996466164334517	5.856825426643458	15.820672732009067	4.698289310939152	-27.366751414201474	1.138534572836061
-4.0	1.0	20.22556529188722	4.370284539122302	44.643157175488284	5.7840941638443715	13.643617472206147	1.8785242503146653	-14.768901731475044	1.191368461660399
-3.0	1.0	5.561778199078785	3.819572184208636	64.10053539307368	6.203322016285189	10.01833218354456	1.2637527196850435	-6.651205245198093	1.414365964665504
-2.0	1.0	-11.718973176832696	5.70326311191714	78.62034557880956	3.8435798531405054	6.653652241235148	1.7896961325230458	0.10215402204208289	1.606985852837623
-1.0	1.0	-20.939067618702744	5.257262765633283	76.50208595352629	7.314372496775663	4.920545794538358	1.315403106202982	4.443214804568219	1.0295629384383154
0.0	1.0	-35.3016793679284	3.6000549498639027	84.66073278359056	5.463930608918282	3.210607848558748	1.67791311779107	8.555285397332169	1.5602111005401074
1.0	1.0	-50.77395840300713	8.32106648009778	100.03171934274691	4.534195682593578	-1.024741623283844	1.6807230870227017	12.935207742396024	1.195969335810824
2.0	1.0	-86.159303763371	3.5538238835420066	113.64108079908355	6.9031713219829784	-6.096634343632749	1.3684876534363073	19.34599307709618	1.5281937972868207
3.0	1.0	-130.26653543773418	5.051104555893711	129.4945326952588	4.655202566028136	-13.572007150440728	1.6913842700184636	23.081639088662108	1.9928621657964762
4.0	1.0	-189.0125895260377	3.4086404827322023	142.77905088044557	6.833996227986811	-25.63009100296894	1.3371795876313348	27.16672659389657	0.9887045885445409
5.0	1.0	-247.145004765348	4.192486973103863	127.8492215463393	5.176190234118228	-38.92354593961754	1.3623201608459785	26.645831505416215	1.1936501677306937
