X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	112.71683334341346	4.542874332723656	-126.0748085077425	5.7935869598783	31.03701418635034	1.5874368991228263	-29.85029706729245	1.2669651562689754
-4.0	0.0	70.50441461140618	4.193082358012159	-76.20201239795776	3.846667572640688	21.12883912939631	1.3721111890519464	-19.197788277704362	0.9030135733214923
-3.0	0.0	53.728533011963584	4.962596501346817	-63.24806651783393	6.187042669837568	16.22019319976387	1.4987345716578377	-12.36285471276687	1.7179762336602038
-2.0	0.0	50.26060519585649	3.5199763791399548	-58.800253295879585	4.597206528723367	15.344535426339053	1.3675875378110498	-8.268327820906007	0.49317315574928944
-1.0	0.0	55.98504842323418	4.148668933462841	-50.77282305874136	6.010400827859394	14.92483251648982	1.4121912574993956	-4.958466614510121	0.8185501447057874
0.0	0.0	67.42410934378046	3.32962116021164	-42.5934602987747	5.30062025079975	14.896175215240481	1.5813930869247526	-0.913556790566502	1.5599604967977923
1.0	0.0	73.50017959238352	4.172125279154954	-22.342838304761962	8.385671718228496	14.705047353577323	1.3626768683294899	5.169257077684671	1.420306237085012
2.0	0.0	69.15936875759726	4.331558749054071	3.2456001389212314	6.770886429175687	13.01601260252849	1.3815371361483963	12.150116963684402	1.5075614976423777
3.0	0.0	50.69108325375728	4.800675571891547	47.40755795658315	4.203100478570467	8.010437174657913	1.8892953680161464	21.910608259333596	0.9134270098551429
4.0	0.0	15.109717218403711	3.9091923329858127	72.74123580003987	3.5027979495280928	-0.2515245089181286	1.5604061481480889	28.310056845025105	0.9543068612753886
5.0	0.0	-32.19337397274269	3.168585235708632	89.34415939399456	5.331469759335788	-13.871671482305253	1.4310652113957985	35.08782363725878	1.6737749508381086
