X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	-1.0	134.59192702840818	3.1121461684948923	-80.43495636913089	4.276941456703999	39.962238937849925	1.4086452903591484	-19.511329016642406	0.6399575968954351
-4.0	-1.0	58.33797197088943	3.6077183740652723	-67.3781295861563	5.5766973921234015	24.907065139005756	1.447378431003243	-15.600099054055383	1.06837936900748
-3.0	-1.0	29.229313714840995	3.524536089402202	-82.50220785447821	5.46143747983893	18.152420144836217	1.4386110723662435	-14.64070356821354	0.7200622546593503
-2.0	-1.0	28.906726478837708	3.9525110038615154	-87.3945851402161	4.236852578907731	16.557480420882342	1.3535056942422456	-13.56765434755412	1.3203051451039693
-1.0	-1.0	44.76095756875759	3.9988740082241603	-93.55279142133217	3.789056168968539	18.469732133332464	1.40006764164711	-10.515284853426445	1.1399768568533282
0.0	-1.0	67.04675940428295	3.6747143891364202	-86.57187318685772	5.7810717908813585	21.453957976323665	1.2822232193801806	-6.180054242637486	1.1234785767044058
1.0	-1.0	94.04692627452208	4.033927497653492	-67.98836416075847	6.055423000485046	23.57245770986261	1.2780323863516108	0.46437866364072744	0.8964512884578538
2.0	-1.0	108.86040531433352	3.758077630466773	-33.54152817583368	5.5471025425420075	23.89040873187566	1.4081392232447263	10.442622689636123	2.5213247525831695
3.0	-1.0	104.21424028364505	3.180057687031768	26.022394775569047	4.550441633379535	21.39931696650987	1.3296451362365136	21.084828816147798	1.3422364248123086
4.0	-1.0	75.36110475037421	3.461255234067124	77.00077405302106	4.764565510447073	13.937030585824244	1.3691621394010467	33.37723905980644	1.5277355709581233
5.0	-1.0	-3.5077886132446956	3.778603523987932	118.03576201948756	3.876299976749163	-1.775027094950043	1.358567225230778	45.569929703668834	0.9460797867307419
-5.0	0.0	85.11382526394763	3.841421905035303	-161.09658888069785	5.5769063276782855	27.970255774115994	1.3512654423520725	-36.999443046990024	1.147483886091204
-4.0	0.0	50.341679370829326	4.143513423315653	-104.40334514707469	4.688867156965669	18.28061971206784	2.9426269612126923	-24.379578493404935	1.876421186923533
-3.0	0.0	39.03245615968551	4.697629092491379	-84.5523841899473	4.520414594069306	14.588645429839014	1.3761228732792656	-17.47787985210774	1.2148358613087396
-2.0	0.0	41.83102988001658	3.134272403875368	-84.1880093099527	6.766983284450924	13.90610048406566	1.5498605770452258	-12.171431170867404	1.7784622142687188
-1.0	0.0	51.169828902274126	5.986447331306159	-79.27142067586698	2.4582582362646788	14.65526802387828	1.2933665403073682	-8.489131749959142	1.4194124885584316
0.0	0.0	63.94040041821989	4.940788935893698	-68.9405707145107	8.907104877473738	15.775946930812168	1.5218847021072865	-4.319020020806747	1.2824973908538926
1.0	0.0	77.85479274351985	4.180165489616402	-59.86168141868337	4.809985536272133	15.745653591442245	1.6027950409198777	0.8308848566424629	1.7543593709604992
2.0	0.0	81.08403999790693	4.363845984675574	-23.433667052392146	5.6417211463465975	14.56575658758149	1.4583562930834972	8.409789620224101	1.0668408108951133
3.0	0.0	73.08861048222025	5.094220882361256	3.346625117301413	8.930263508687483	11.100377652438379	1.638468752734361	14.163069527163973	1.3127831106942724
4.0	0.0	47.90571289266659	3.324521276640977	32.56166709460544	5.416709682556853	3.289713574501754	2.643470183113119	23.06013412736255	0.7766451816105187
5.0	0.0	9.65188551632909	9.82852212374754	47.66556296277089	3.5625113317234938	-6.533453672596764	1.3571188333337783	29.527823713000963	1.2400882470805505
-5.0	1.0	-11.857659992138261	3.7016670352383376	-176.40263859812288	4.632694713960214	8.509812952438221	1.3845566852634443	-41.79596288517367	0.8936710515373071
-4.0	1.0	3.5762203605529566	3.435248339656846	-111.32384220019037	6.820285689918578	8.874391432527222	1.325808304667876	-24.96523539935188	8.023316135369823
-3.0	1.0	15.64159845855017	3.663452810788566	-84.39473867866229	5.799666718901331	8.773507094991242	1.6443945928422117	-19.18828342064787	1.0004725568880706
-2.0	1.0	26.50734437420515	3.848777589368004	-76.74549867938143	4.83386868367927	9.728676321076724	1.4915704115232047	-13.05400772968344	1.2890399726523714
-1.0	1.0	36.08910457826063	3.6680830528795405	-66.34464803279053	5.631858095207029	10.170726677529798	1.412089823988688	-8.329720089441285	1.0888522332925379
0.0	1.0	44.64888554999904	4.6374419301700325	-55.87688248403428	6.075336200673622	10.844701335473411	1.4947430533471673	-4.1061782334091665	1.1517252545985632
1.0	1.0	46.88562826975634	5.849914518309422	-51.3161532083484	6.202680721597478	10.914229074034031	1.5224771808995607	0.4162596524866797	1.5920529312060379
2.0	1.0	46.11688817670658	4.425415380068726	-31.863032092158075	9.129059244186415	8.597396675822278	1.462249578987254	7.203312798603818	1.1162891849833176
3.0	1.0	30.384302967867892	3.8887824320346316	-12.413251727935078	4.546457411367811	4.951822119457522	1.3861653025400607	11.31025555568243	1.2712454645134865
4.0	1.0	10.974393291817346	5.507749234830798	8.270032264471064	8.699838419214496	-1.0976059174780082	1.6665512277573684	14.66313987786723	1.2041583752060407
5.0	1.0	-4.25542585376251	3.1464582674590824	29.799937625586605	4.398857799973312	-8.666109802014796	2.477914221697681	19.299429912593006	1.9618344211788634
