X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	96.8630703558757	22.243012372698047	-26.412226175297484	7.160689336451109	42.1357030692022	1.3769415384100772	-20.17140370971978	1.049726449542314
-4.0	0.0	70.65825016933782	10.276513356469318	28.229293752139128	10.301068107553887	30.037077638716372	1.5093842995013862	-7.063261679555652	1.214011172756816
-3.0	0.0	38.66865430030929	12.568366971202051	47.775816423190484	8.273221954520137	22.336066145932183	1.3452549611365616	0.1572701518613224	1.10907971921156
-2.0	0.0	28.716224708220967	14.045111568264637	50.71620084069724	9.247728140600467	16.9489781698003	1.488468734799079	3.3311636037125947	1.8978620312050292
-1.0	0.0	21.00654579698552	4.031190595727023	41.01861442065958	12.084779965255352	14.026258461450313	1.5353318405241907	6.335689925521292	0.8844066808652912
0.0	0.0	8.23454953242129	4.911064073092049	30.239349852290104	10.467398567004878	11.450611852411832	1.4218440877131502	7.861323407847375	1.0073658999950503
1.0	0.0	-1.446776832275877	7.344007438320843	15.333270944308165	10.382701193474519	7.483201034490163	1.5281592995069757	10.08053039286778	0.964063782918961
2.0	0.0	-16.4389374164689	5.4061782133213425	11.206540641858336	5.904869024749728	3.291055336356155	1.7493209459338461	10.983248121186081	0.8370194623177047
3.0	0.0	-29.420585007968263	7.785162473583643	5.156353692825736	8.901511915546207	-4.5744214073878915	1.5228702708737718	12.957582669650272	0.8769259334311138
4.0	0.0	-63.43298930519946	16.649725808887972	-4.998437680054602	8.858187409295056	-15.094452030807828	1.545418218131001	16.085839535983425	0.6558854408861158
5.0	0.0	-88.1535369919214	15.21393759097733	-30.096334207270175	4.134710864398811	-29.108207436366694	1.618990856794503	15.292864680484163	0.8496491902042689
