X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	152.24268751082673	5.021392665845294	-10.165057607641772	4.437784306642325	41.24648732151475	1.3995940775265345	-17.9753694166803	1.0510863457664437
-4.0	0.0	102.8742307982427	4.473782793146847	49.83559841882755	5.56718845556639	29.81387370533192	1.826928490262657	-7.119515231637175	0.9755133307336012
-3.0	0.0	74.40491071750996	4.102976101578336	71.846775598758	6.234644248727646	23.405060040197185	1.4830643530714802	1.126712798864599	0.972218884147858
-2.0	0.0	55.234402036850405	4.203003919338249	76.13901705646516	6.340516586970688	18.98880127608706	1.4350613356954462	3.630746959535867	1.2363431010213402
-1.0	0.0	44.77360058255756	3.85252657066473	70.23610116870833	3.912173950904405	16.428469276335672	1.3402052044707735	6.717214985633958	0.867054986876457
0.0	0.0	36.22698516432635	4.46375301482407	62.3142831521082	4.435911525455123	14.54195681647641	1.605101111906403	8.690948366481328	0.9574114780994485
1.0	0.0	21.40237541330852	3.5769362709641013	57.83151603876685	5.759272130956718	11.122873341769441	1.4562267050789117	11.51742879307943	1.2122058938909954
2.0	0.0	-0.9118605097720945	3.573683604056637	58.21936908499344	5.748654445196296	6.283988436850139	1.866413691270012	15.308476270744585	1.6344935624147388
3.0	0.0	-32.388704033699774	4.154260345665772	51.840084547559066	5.172281082242253	-0.6856600457672909	1.3734634774215497	18.01937840854515	1.3402003309005814
4.0	0.0	-80.53710174532415	3.448059273681581	43.072678665489974	3.966116447931339	-11.464312845806989	1.3981526351208138	21.031180227388294	1.131697426032569
5.0	0.0	-140.8959818934562	4.790526419405312	24.844305413641806	5.6556931722525405	-25.802646590444162	1.457100607836795	23.430046000879546	1.26236850197192
