X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	97.04448776049401	4.424026020720502	19.131680873893835	4.17852856474604	19.89063324378684	1.4775771240659135	-18.837376099589008	1.5772292115667905
-4.0	0.0	52.89471892149948	6.454867503903112	29.47041201181049	6.365081892740925	12.475070513776918	2.078441092282006	-11.726480232795867	0.6317475172631375
-3.0	0.0	29.827823017142453	5.2385067608476845	16.192652920231698	5.913436375818988	9.28427675097604	1.833601399703242	-10.2178539696146	1.122515292401208
-2.0	0.0	17.50765940816436	5.944779408474465	1.6093013346131502	5.248513354556167	5.56903021876759	2.5530467563939374	-8.64365910166739	0.9961502577784805
-1.0	0.0	11.526945402707495	3.0726277052059006	-23.121356748121304	3.6283675699915947	5.6230510247814856	1.533033404569595	-8.623959769820102	1.0319425745486503
0.0	0.0	10.55811407086338	5.123025410242525	-38.36561482636035	4.383357730632429	4.600131176606273	1.4888804958547563	-7.926682077787353	1.7076880102898622
1.0	0.0	4.517970185539444	5.048398000630789	-43.81872015238695	3.8303873035719707	3.315079660093736	1.6917881191925264	-4.675788132539338	1.184026423644489
2.0	0.0	-6.61205538900491	4.944138442974103	-46.39183410776647	5.931463701080602	0.653947705539827	1.5313268174828878	-1.0704114911524298	0.9753455924689957
3.0	0.0	-30.15543533844592	4.137677346657167	-47.405885419225186	4.47262013821993	-5.43432583086354	1.5942564573066205	1.8123303332425675	1.2656535854221473
4.0	0.0	-70.18891507116834	3.376104505349223	-49.019744029824054	5.412204489236872	-14.607116453005446	1.9894011205542481	5.539303112934472	1.1219804270150553
5.0	0.0	-121.18200861838272	4.5019401844843285	-78.94339036675785	4.961879227406566	-28.231707590569993	1.551052753255666	5.8490335802036535	1.099961847095313
