X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	123.79525123477669	3.4604181173201765	-41.255537235588164	3.719778751832057	33.26768140780997	1.4521311020552379	-20.433770047533113	1.0362914526404943
-4.0	0.0	77.82876642691232	3.8110843899544853	-0.04623230871372136	5.52845608010734	23.219322453398455	1.441415114554117	-10.807020532452071	1.4253395436590388
-3.0	0.0	54.32141724611817	3.4569511243074906	8.033968211167343	4.625381177725553	17.939642547778316	1.4581560659289807	-4.518564022639259	1.437954106135101
-2.0	0.0	46.304577449883354	4.17521355370379	13.16358526455022	5.286864721625807	15.41104557888912	1.317285320454703	-2.1853877811637368	1.1032623594688415
-1.0	0.0	45.10442792978553	3.9549368234537634	25.055809661103602	4.105677946468255	14.277185312676922	1.633624109386832	2.6563705137762934	0.9985443033613336
0.0	0.0	46.291577919227606	4.032236180115434	29.675567680243596	4.193654944818495	13.622670836788178	1.4892274656551687	6.880985002979051	1.1048870187869477
1.0	0.0	44.020201118209776	4.207629723139752	63.173361729696396	6.370091641995062	12.105464767685639	1.399631391447707	14.674206445214507	1.6705689778181572
2.0	0.0	27.459603826677053	4.040949146256127	100.71451066578706	4.023411826102805	8.403927549459969	1.383582898803738	22.052203993271682	1.351908777736012
3.0	0.0	-6.839298837239256	4.211914914952544	136.21225203125073	6.508472268938001	0.8331904646299316	1.5574772717252794	32.35112396146081	1.4476097375455754
4.0	0.0	-63.32541528948453	3.4969934312710294	178.32214102877748	3.3525876581852527	-11.032197147086288	1.4318345195353273	39.50409138264834	1.046435962780974
5.0	0.0	-149.79327413416576	4.677463768053995	174.4287643430176	7.420199064256363	-28.399979479393703	1.6699648882157025	43.81299272240407	1.4531916272608347
