X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	-1.0	133.45561314816274	3.7605116822181497	126.38608025335516	8.41727988002785	43.25174759465421	1.3007999739095135	4.0966787651203305	1.3546647734848793
-4.0	-1.0	53.2021154329288	4.764624176426114	138.36418169159882	3.713667522477384	27.908431041490953	1.3945911711709789	6.257797663339793	0.9006908185740122
-3.0	-1.0	11.764178283261582	5.665437139330884	124.70563900609459	4.425340029319171	19.58681128152881	1.6162502546455153	7.202162286384841	1.5715932453265518
-2.0	-1.0	-8.229252773364164	3.994046637870093	114.36808175084614	4.090062727941323	16.068092899458346	1.3902804675061142	8.393928205869042	1.8114360244962606
-1.0	-1.0	-15.989327825913211	5.278958676525571	106.77392045530587	3.8201029172770893	14.307388612139679	1.944247945040494	11.558478587573369	0.9592895045396702
0.0	-1.0	-21.06653961237228	4.479955654427547	109.20219471230716	8.184726573886216	13.229544069600223	1.3908631089715446	14.477888250549112	2.000505814956843
1.0	-1.0	-24.64596532761566	4.65065735248646	121.11373659297043	4.3005367057214485	10.600549672400158	1.4290969520309584	20.82481136163617	1.1851833069242097
2.0	-1.0	-40.12212238102084	3.78467561881443	146.30107730864103	3.3483974520077706	7.0881885289667	1.5048033964585454	28.53331443897336	1.7126097925357797
3.0	-1.0	-77.6787704954386	3.5818578220238564	179.54324767349397	5.058819346857765	0.08288009314074522	1.6826293601461892	38.198409702099866	0.948234843169074
4.0	-1.0	-149.7915286229508	3.730066576958636	223.44249044744433	6.73523142876479	-13.804653732617446	1.6196293634897958	49.739760948496794	0.7081504679646335
5.0	-1.0	-287.9959229912537	3.0397164766030538	246.43268972904784	7.101589461233056	-38.39415144315184	1.317328037366713	59.103589062048776	1.1534583548554875
-5.0	0.0	94.07629048568685	3.9540209330592258	37.6380910418228	5.584444897477186	31.956111208177912	1.6255212794996625	-13.742417017349059	0.8676099469682609
-4.0	0.0	47.938914605548455	4.996494130290497	85.87189153833363	4.508965509576071	22.41884649525465	1.4888210964333122	-3.2663515943142536	1.0260530289309198
-3.0	0.0	20.791185950876226	4.423780967493986	97.00471363812835	5.547110664670935	16.842658547769624	1.3577514637185089	1.7989857004981047	1.032285280213441
-2.0	0.0	5.074334740858407	3.2452763147548254	100.60744673440217	5.819242401369548	10.91892281454666	3.9170926880643724	4.665839125406493	0.931246831531926
-1.0	0.0	-6.06920521102186	3.9652357262240674	99.12833786764108	4.487197913423396	10.293723606374027	1.4917311239092965	9.700854051702056	1.1173153044307684
0.0	0.0	-15.458015576704277	3.871261604614649	101.36764427036195	5.8222721243114925	8.27160613242625	1.4950538352404004	13.630031212074936	1.278921829046063
1.0	0.0	-27.96580163942377	4.8309232500250605	104.26426349631174	6.194936551177405	4.41258909591933	1.6035511618770188	17.481310184686556	0.9553635127462101
2.0	0.0	-52.38288549016868	5.518737485922356	116.43880528248997	3.8301635087891808	-0.8479967128543565	1.4474270380375305	21.82610699363822	2.04382340347574
3.0	0.0	-88.49281868286197	10.70929050232654	123.5175341288224	4.825276963054474	-8.875625460321631	1.465894580466284	28.293622548921782	1.3315085243638174
4.0	0.0	-158.9868370107153	3.620802500356349	129.60868080559678	7.101012536002513	-21.813141742525072	1.5548559759442198	32.41229863527431	1.3481996339591182
5.0	0.0	-248.1570479769334	3.805652725250059	103.21718177004118	9.373069431704485	-40.474717968747385	1.4083801892444647	31.729585667312353	1.9517710210502879
-5.0	1.0	11.039377903583524	4.364601936157594	16.140777226639937	6.582326096195949	16.198896129274964	1.4408084758072681	-21.365071843541763	1.4322827262438156
-4.0	1.0	7.721435908114556	4.254590140974643	68.83389055527758	5.08414184537375	13.644663884170155	1.4670341811391043	-8.722355735493766	1.2822411998126004
-3.0	1.0	2.1169329078100962	4.65785361782215	84.08871606860565	4.5160246040515055	11.304799603921735	1.3483527229576837	-1.340063587370044	1.2359910929673747
-2.0	1.0	-5.079271539514271	4.3053196870332915	85.5813500829406	7.599153915358072	8.774635432740993	1.9520903537490804	2.943657073435849	1.1817155768702823
-1.0	1.0	-10.848300621272946	9.290103648065216	91.94159928719226	3.2507633015483406	7.294305196262955	1.3985697718248742	6.8028646782397475	1.4372719565537724
0.0	1.0	-26.25126050005097	4.510406807194994	87.50739283216592	8.69187275222463	4.382308350987232	1.5277392479030474	10.420679978712224	1.6926943806744226
1.0	1.0	-44.04617592816918	3.2607093016070032	83.33057711343031	6.348869668115373	1.0393466908489364	1.568514889344357	12.599536263771286	1.1701170728893877
2.0	1.0	-71.77962756123812	4.5730177257548315	83.46803040679096	6.116095099058901	-3.130654806002528	1.4211525798948572	15.36347958743547	2.2246327586735393
3.0	1.0	-109.05033128018871	4.5150592600203	76.04814811939163	3.8680212681805735	-12.256625068703496	1.5391298021302453	17.940805840254693	1.2162226952623232
4.0	1.0	-162.09517471661485	5.3322826440268365	72.06334889167482	6.687162587652289	-23.375541630392874	1.7614543630849604	18.629979011544567	1.1684415891025093
5.0	1.0	-211.46752512664722	5.0658733958768805	46.62237595968567	8.197665461585402	-35.81564065248487	1.5042824800482848	17.60137521099071	1.326431537874519
