X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	84.0292331434851	5.23058257505542	55.47385036267475	3.50693284606232	28.607077625035977	1.7399553380530435	-13.80703814875113	1.118760678717346
-4.0	0.0	34.45260993146272	3.3838805978732833	92.21294326969812	5.034608379807639	19.080488060849564	1.495684132568695	-5.845086648561043	1.3031232664533776
-3.0	0.0	8.457519614003267	4.224059384748361	100.42589840178938	6.824267801883833	13.977306813429445	1.5998530210042035	0.8179280706432674	1.5217547873764679
-2.0	0.0	-3.7273354443020708	5.235169576697513	104.8758393685051	3.9654257330619083	10.414972716300287	1.346153393072029	4.057204059926534	1.3336347930495487
-1.0	0.0	-15.706833350131253	3.2656601758178545	119.31423967021904	5.487708272892558	8.782758803847377	1.5130310649709415	9.854941382657831	1.8270913073108752
0.0	0.0	-22.94030545832593	4.188437319085103	127.30672422186579	5.8963386389071735	7.294040775008404	1.462033974463068	15.655480162587892	0.8419766839103006
1.0	0.0	-38.58031607608315	5.245593639028656	143.23562888821323	5.490186480729601	3.6299798137457593	1.5766094337988092	21.9272335573129	1.2761466454234016
2.0	0.0	-67.65148958136328	3.6702711891154456	179.65324447987618	4.298449812545259	-2.3751621949859127	1.669833748254147	30.005067904583182	0.68849757119179
3.0	0.0	-111.41912920609263	13.046237675802491	205.13967997826776	5.209399996483447	-11.601815057104789	1.336148488612004	37.0471194772108	1.02493818354363
4.0	0.0	-198.5589738212196	3.21577713925796	223.03720903149528	5.433592858577313	-26.799273361109954	1.603709119183293	43.31006130771186	1.4551996723885134
5.0	0.0	-318.79416422856315	4.266759116544461	191.9414672997472	6.489251095288756	-48.67186462851865	1.4891856351885824	44.52785592474418	1.2874223069068116
