X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	0.0	94.40175161681307	4.824671197981462	34.8984832019244	2.9259886952655783	31.982800225907408	1.332755215654377	-14.024293502036192	1.1665819416952143
-4.0	0.0	49.55238973706325	4.089556077427283	80.42875095367313	5.2714441020275284	22.25008014054313	1.4604679411005084	-3.5116545748246395	0.7003412898530673
-3.0	0.0	21.97662010220783	2.8801240176781384	95.10739687188648	5.141952119751269	16.673783860246157	1.3692991528436824	2.4485915871528277	0.7817518212333135
-2.0	0.0	4.355984121832093	4.148962030335274	96.96048972235559	2.5017231338425914	12.473429933400064	1.5111680314121005	6.3403054153464256	1.1030428840537583
-1.0	0.0	-8.320700519143156	3.107298355323632	95.54120901446443	4.208369584114403	10.172950153265317	1.5683106821943962	8.636435427647612	1.1038850813668273
0.0	0.0	-17.395090053520686	3.5318870729325584	91.87130875800338	3.6333653241662756	7.821293226005472	1.4265627530536622	12.012343868740183	1.1750761693552108
1.0	0.0	-31.17433413617924	4.3262438751847805	100.73582753100618	4.252280345782796	4.876351994783325	1.4402906085808063	17.458902119608187	0.6327444183568042
2.0	0.0	-56.18487406942635	3.6692970978369437	111.85953822930723	4.449699721969462	-0.7780052718688173	1.3621795121629285	22.178672568580133	0.6739790906928388
3.0	0.0	-96.47047195746758	3.7109389280498917	124.20486455765094	3.98229699758199	-8.506685423179393	2.1376404005965672	27.38400298608679	0.7177449193357103
4.0	0.0	-162.3300762436237	3.545669151475313	127.16656606017759	3.876127747451771	-22.113906064330926	1.4086616889956474	32.087780295271955	0.7503132926175126
5.0	0.0	-250.73872383187103	3.350770132441593	98.16272720327463	3.496955289192762	-40.076517088377756	1.4244475286566844	31.51022846752661	1.0997501000161158
