X [mm]	Y [mm]	I1x [G.cm]	I1x_std [G.cm]	I1y [G.cm]	I1y_std [G.cm]	I2x [kG.cm^2]	I2x_std [kG.cm^2]	I2y [kG.cm^2]	I2y_std [kG.cm^2]
-5.0	-1.0	110.82970544206044	3.8875018937640733	100.08185912309085	5.606959550429151	32.11640144429074	1.301268853848566	0.9182571792905716	1.1880614580478206
-4.0	-1.0	34.93493928506936	3.9006435440026426	100.37390914446426	5.089942589073596	17.715040590501623	1.4732726013935966	1.8227624712691775	1.190237297406506
-3.0	-1.0	0.24480999937680614	4.410250074071796	79.22449548184596	4.4267825281843765	11.047643688271304	1.5659502017683182	3.048560791601886	1.1160420359899443
-2.0	-1.0	-15.480506471125416	3.6796860426305975	60.9017632229643	4.675251239107084	8.188547239561576	1.6177930129124174	1.8865515026165267	1.3740765010931624
-1.0	-1.0	-16.757541496108715	3.9234259948371784	51.75777912191599	4.118202423985721	7.286948392841341	1.3433374248538732	4.3345858581585945	0.5635901100731625
0.0	-1.0	-10.636882902049265	3.68423760736583	51.891964197564775	4.388800984102627	7.078739665541994	1.3112816143841943	6.894094945600888	1.2424708508078464
1.0	-1.0	-14.334853036182672	3.530072851832488	55.196228723523404	4.154133843922814	6.002351081308798	1.4196015282403154	12.992131029517372	1.3477178320637302
2.0	-1.0	-27.32510538839115	3.751415951383856	85.48151298121127	3.3644832260681223	2.1992343538722348	1.4797824933768122	19.90026208379277	1.0390293444983674
3.0	-1.0	-63.461757856266125	3.67407590036923	113.15178683814503	5.9315879577215265	-4.364885246988002	1.5414242135189025	28.187336849286776	1.0025126287211934
4.0	-1.0	-138.11484694675087	4.4306588624127015	154.56453958143686	7.118962082730985	-18.65760678976456	1.3728218555846876	38.52360203034564	1.1081719886575512
5.0	-1.0	-277.8363811375071	3.4000292673130086	170.5253129422375	7.5287172178320025	-42.41096644169821	1.353162047359165	50.229342093917445	1.104018681638255
-5.0	0.0	81.29697815235278	3.460166414959968	22.007275203319608	4.059182449283601	22.653584662562217	1.409128797294068	-13.962193756440842	1.3670706925361151
-4.0	0.0	40.08705096948655	4.716222021749232	58.702859426289514	7.027541152718707	14.092094852869769	1.6172106771924324	-5.998680711132932	1.3934068224819747
-3.0	0.0	16.295538438898728	3.0926678937045575	56.65158496615242	4.0592840940735275	9.069695857533867	1.582762491573873	-1.2712822860402861	1.1053435408269445
-2.0	0.0	5.220174825827071	3.92126154523075	50.456851386440505	4.6295837573902885	6.509675704321772	1.3112098360989224	0.11640976945368181	0.9246805799453514
-1.0	0.0	0.27281716056158173	3.963952786822763	49.455822391651154	3.6491456897972627	4.327238139249521	1.5252897902055438	3.318803381134101	1.106845208235669
0.0	0.0	-6.0411159908813765	4.060227215329087	47.50675250738254	5.43889369210174	3.0182668328333815	1.5528822225486625	5.428432686937217	1.2487084440318126
1.0	0.0	-17.18696861324105	4.180960681051957	47.05227718708796	6.548410158334599	0.10308464776454564	1.6070556720545792	9.36615191121113	1.1912641755934674
2.0	0.0	-37.85685516232318	3.9121755967159006	56.79736702371667	3.512874107154529	-4.652424748381719	1.4486212509735805	13.901602618031196	1.165317573916892
3.0	0.0	-80.15112147496082	3.2263219297568884	59.23458929696944	4.299834583217645	-12.176788720840083	1.312498940799148	17.75564891897973	1.521886076332742
4.0	0.0	-138.37688727535252	4.204853258121777	59.068745363339936	3.244625117228231	-25.079440171794396	1.4443834225686685	22.26244269618961	1.439316674699527
5.0	0.0	-222.77534337124223	3.0726047689225937	30.166509780654156	4.222959255214978	-42.49331973634518	1.563081321475347	21.48892492575231	1.0940181244324447
-5.0	1.0	13.135986932805512	3.319955558370951	-3.607256449673374	5.932201788104672	9.515118612151742	1.5781419600122368	-20.523801985104765	0.8585482539078771
-4.0	1.0	11.560387504369444	3.726844287895225	36.24006257772312	3.2295570714244204	7.563491256987661	1.6031215845439133	-9.933899918851193	1.100765780512866
-3.0	1.0	7.2827688060356275	3.0971507173552864	46.093758687769395	4.8859748373876934	5.343923327767053	1.383993426048411	-3.949206631664245	0.8547403772664748
-2.0	1.0	4.02840923992717	4.376085674689482	47.088039725523345	5.562596269131126	3.9811217216941466	1.3629156649602503	-1.2838665037925538	1.2676700336071232
-1.0	1.0	-2.1172533040719776	3.04023913623587	42.710562311717375	2.7098358576289097	2.7135144100258457	1.554419998869288	1.327616999982635	1.4022333234132751
0.0	1.0	-11.08219209045737	3.1876634862508637	34.21841711541682	6.471905598337052	1.1454503698873948	1.4347410704862462	2.606055032664896	0.8153276652646028
1.0	1.0	-27.48269587621568	3.289956367457278	23.00936341803993	4.053448458242166	-2.069861129561287	1.4282286839134333	4.650382900956991	0.7482811948165828
2.0	1.0	-51.77067168286162	3.1961172232609947	24.94546241902036	5.1086090834056455	-7.58009136609131	1.3885363586625536	7.343986309993542	1.0532043890779543
3.0	1.0	-87.47065892084234	4.181592621844922	15.437923734466802	4.842176860465885	-15.470444333735651	1.461926059675778	7.031466567031033	1.219422930411735
4.0	1.0	-135.9514316702129	3.3255642017133566	9.246220694562911	4.68809615878186	-25.686890740719857	1.3617733465510722	8.780157205924317	1.1495624052314444
5.0	1.0	-176.53972189351362	4.059877631195905	-14.150211154206598	8.60661336730647	-36.69471418197522	1.7914760611356297	8.362487224160231	1.2479909470189057
