X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	1.4574e-05	1.0594e-05	-7.79072e-06
-4	0	-900	1.33738e-05	1.02273e-05	-8.60492e-06
-3	0	-900	1.12177e-05	1.04548e-05	-9.50307e-06
-2	0	-900	1.27728e-05	9.25532e-06	-7.97176e-06
-1	0	-900	1.28245e-05	9.60647e-06	-8.65154e-06
0	0	-900	1.46929e-05	1.08513e-05	-8.03788e-06
1	0	-900	1.08339e-05	1.04582e-05	-9.41017e-06
2	0	-900	1.48661e-05	9.71817e-06	-7.46897e-06
3	0	-900	1.5574e-05	9.18225e-06	-8.55303e-06
4	0	-900	1.62613e-05	9.80395e-06	-7.21847e-06
5	0	-900	1.5728e-05	8.11697e-06	-7.2901e-06
-5	0	-899.5	1.47023e-05	9.47783e-06	-7.48413e-06
-4	0	-899.5	1.37849e-05	9.78178e-06	-8.28021e-06
-3	0	-899.5	1.06681e-05	9.99775e-06	-9.17249e-06
-2	0	-899.5	1.35546e-05	9.4807e-06	-8.46287e-06
-1	0	-899.5	1.31952e-05	9.95176e-06	-8.64937e-06
0	0	-899.5	1.43207e-05	1.02039e-05	-8.42377e-06
1	0	-899.5	1.08592e-05	1.00473e-05	-9.99314e-06
2	0	-899.5	1.56841e-05	9.24688e-06	-7.39502e-06
3	0	-899.5	1.55446e-05	9.20312e-06	-7.64815e-06
4	0	-899.5	1.62496e-05	9.7773e-06	-7.43621e-06
5	0	-899.5	1.59243e-05	8.65313e-06	-7.15843e-06
-5	0	-899	1.51607e-05	1.00318e-05	-7.24163e-06
-4	0	-899	1.4197e-05	1.07027e-05	-8.34791e-06
-3	0	-899	1.15197e-05	1.01276e-05	-8.71531e-06
-2	0	-899	1.36568e-05	9.6684e-06	-8.22753e-06
-1	0	-899	1.30502e-05	1.069e-05	-8.93145e-06
0	0	-899	1.44035e-05	1.05173e-05	-8.47848e-06
1	0	-899	1.08363e-05	1.03495e-05	-9.90807e-06
2	0	-899	1.49611e-05	9.42291e-06	-7.12173e-06
3	0	-899	1.5121e-05	9.288e-06	-7.78132e-06
4	0	-899	1.63226e-05	9.87073e-06	-6.7143e-06
5	0	-899	1.49987e-05	8.98665e-06	-7.22273e-06
-5	0	-898.5	1.46544e-05	1.02951e-05	-7.91047e-06
-4	0	-898.5	1.33405e-05	1.03059e-05	-8.62724e-06
-3	0	-898.5	1.14595e-05	9.64415e-06	-8.61128e-06
-2	0	-898.5	1.33193e-05	9.82319e-06	-8.13968e-06
-1	0	-898.5	1.27068e-05	1.06223e-05	-8.95676e-06
0	0	-898.5	1.45768e-05	1.09829e-05	-8.77658e-06
1	0	-898.5	1.09041e-05	9.90095e-06	-1.04828e-05
2	0	-898.5	1.56863e-05	9.59265e-06	-6.87515e-06
3	0	-898.5	1.52496e-05	9.35547e-06	-7.95587e-06
4	0	-898.5	1.64851e-05	1.03718e-05	-6.54989e-06
5	0	-898.5	1.57476e-05	9.10963e-06	-7.39378e-06
-5	0	-898	1.37738e-05	9.72954e-06	-8.39117e-06
-4	0	-898	1.29629e-05	1.03059e-05	-8.76462e-06
-3	0	-898	1.10044e-05	9.36575e-06	-9.41012e-06
-2	0	-898	1.39846e-05	9.82898e-06	-8.20816e-06
-1	0	-898	1.3234e-05	1.01744e-05	-8.15874e-06
0	0	-898	1.43159e-05	1.03525e-05	-8.81427e-06
1	0	-898	1.01155e-05	1.0115e-05	-1.01761e-05
2	0	-898	1.60944e-05	9.84497e-06	-6.85127e-06
3	0	-898	1.52341e-05	9.10598e-06	-7.9409e-06
4	0	-898	1.59336e-05	1.01692e-05	-6.88916e-06
5	0	-898	1.58134e-05	8.77212e-06	-7.39499e-06
-5	0	-897.5	1.4201e-05	9.62442e-06	-7.89561e-06
-4	0	-897.5	1.31163e-05	1.01714e-05	-8.60192e-06
-3	0	-897.5	1.10056e-05	9.9051e-06	-9.25722e-06
-2	0	-897.5	1.36545e-05	9.87923e-06	-8.60038e-06
-1	0	-897.5	1.34289e-05	1.01396e-05	-8.39164e-06
0	0	-897.5	1.33563e-05	1.06989e-05	-8.82421e-06
1	0	-897.5	1.07192e-05	9.81304e-06	-1.03828e-05
