fieldmap_name:      	DeltaSabia_Phase04
timestamp:          	2023-05-02_13-44-21
filename:           	2023-05-02_DeltaSabia_Phase04_Fieldmap_X=-5_5mm_Z=-900_900mm_ID=4468.dat
nr_magnets:         	1
magnet_name:        	DeltaSabia_Phase04
gap[mm]:            	--
control_gap[mm]:    	--
magnet_length[mm]:  	--
probex_temp[degC]:  	26.47
probey_temp[degC]:  	25.90
probez_temp[degC]:  	8.11
transd_temp[degC]:  	1.62
room_temp[degC]:    	34.71
center_pos_z[mm]:   	0
center_pos_x[mm]:   	0
rotation[deg]:      	0

X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
---------------------------------------------------------------------------------------------
-5.000	0.000	-900.000	3.8270796480e-06	1.0601591296e-05	-8.7626719042e-06
-4.000	0.000	-900.000	5.1989792356e-06	1.0765042503e-05	-7.8260365137e-06
-3.000	0.000	-900.000	5.6900883782e-06	1.1356235540e-05	-8.1260868418e-06
-2.000	0.000	-900.000	5.1655173934e-06	1.1173002943e-05	-8.1291212592e-06
-1.000	0.000	-900.000	6.1273566621e-06	1.1386171144e-05	-8.4270653446e-06
0.000	0.000	-900.000	6.9723490473e-06	1.0467162165e-05	-7.7628849337e-06
1.000	0.000	-900.000	5.8849290298e-06	9.7986706207e-06	-7.8826194727e-06
2.000	0.000	-900.000	6.0971655263e-06	1.0824070454e-05	-8.4389174218e-06
3.000	0.000	-900.000	7.7028307675e-06	1.1476504991e-05	-6.7244359158e-06
4.000	0.000	-900.000	7.6551719031e-06	1.1436239495e-05	-7.5911012122e-06
5.000	0.000	-900.000	6.2889511225e-06	1.0712620061e-05	-8.6464715690e-06
-5.000	0.000	-899.500	4.2856614356e-06	1.1119877787e-05	-8.8454936486e-06
-4.000	0.000	-899.500	5.1241124071e-06	1.1114045263e-05	-7.5220235936e-06
-3.000	0.000	-899.500	5.8007532678e-06	1.0876141539e-05	-8.9387038099e-06
-2.000	0.000	-899.500	4.9446908000e-06	1.1679132486e-05	-7.6409727540e-06
-1.000	0.000	-899.500	6.2650138648e-06	1.1189797800e-05	-7.8967205887e-06
0.000	0.000	-899.500	6.8466245316e-06	1.0504933027e-05	-7.9151412870e-06
1.000	0.000	-899.500	5.8905359550e-06	1.0648462300e-05	-7.1883804803e-06
2.000	0.000	-899.500	6.5736463450e-06	1.0706857809e-05	-7.8220739217e-06
3.000	0.000	-899.500	7.8437586767e-06	1.0375703977e-05	-6.7776988652e-06
4.000	0.000	-899.500	7.6673921247e-06	1.1014119375e-05	-7.8731592304e-06
5.000	0.000	-899.500	6.1029881025e-06	1.0624710577e-05	-8.4918947790e-06
-5.000	0.000	-899.000	3.9410871275e-06	1.1292499408e-05	-9.6853489747e-06
-4.000	0.000	-899.000	5.2022499420e-06	1.1011203113e-05	-7.9684042363e-06
-3.000	0.000	-899.000	5.8455008441e-06	1.1116750711e-05	-8.4735454787e-06
-2.000	0.000	-899.000	4.5585677382e-06	1.1746136238e-05	-8.0338762532e-06
-1.000	0.000	-899.000	6.6936201681e-06	1.1072725698e-05	-8.3225028924e-06
0.000	0.000	-899.000	6.0786914265e-06	1.0522008970e-05	-7.5247010206e-06
1.000	0.000	-899.000	5.9715847780e-06	1.0358136134e-05	-7.7276856923e-06
2.000	0.000	-899.000	6.8822069417e-06	1.0405147681e-05	-8.2622429336e-06
3.000	0.000	-899.000	8.0294341622e-06	1.0437577918e-05	-7.5614710192e-06
4.000	0.000	-899.000	7.1721496713e-06	1.0972870081e-05	-8.0869964065e-06
5.000	0.000	-899.000	6.3824358181e-06	1.0639221615e-05	-8.4444150721e-06
-5.000	0.000	-898.500	3.0537552700e-06	1.1104523493e-05	-9.4171778785e-06
-4.000	0.000	-898.500	5.0699121300e-06	1.1327705364e-05	-7.9116070832e-06
-3.000	0.000	-898.500	6.0383646951e-06	1.0621372687e-05	-9.0812857267e-06
-2.000	0.000	-898.500	4.2312455075e-06	1.1585320207e-05	-7.9736876924e-06
-1.000	0.000	-898.500	6.8915158752e-06	1.0970445718e-05	-8.2299353135e-06
0.000	0.000	-898.500	6.5380639349e-06	1.0765323589e-05	-7.6769573739e-06
1.000	0.000	-898.500	5.3906929480e-06	1.0373349886e-05	-7.2926573404e-06
2.000	0.000	-898.500	7.0318687151e-06	1.0211901413e-05	-8.9301003443e-06
3.000	0.000	-898.500	7.9243761978e-06	1.0861841316e-05	-7.2841252727e-06
4.000	0.000	-898.500	7.7061733576e-06	1.1342146131e-05	-7.9385598492e-06
5.000	0.000	-898.500	5.8457883787e-06	1.1166678519e-05	-8.3606651530e-06
-5.000	0.000	-898.000	3.6653414206e-06	1.1318675493e-05	-9.7858060386e-06
-4.000	0.000	-898.000	5.0728953018e-06	1.1321662026e-05	-7.6918438685e-06
-3.000	0.000	-898.000	5.5943393475e-06	1.0848032991e-05	-9.2323997110e-06
-2.000	0.000	-898.000	4.0759768092e-06	1.1596563627e-05	-8.8103658053e-06
-1.000	0.000	-898.000	6.4447230066e-06	1.0900104077e-05	-8.3698398032e-06
0.000	0.000	-898.000	6.2918624106e-06	1.0683879071e-05	-7.1442207830e-06
1.000	0.000	-898.000	5.4833869234e-06	1.0190995680e-05	-7.3317477757e-06
2.000	0.000	-898.000	6.9905356124e-06	1.0138292153e-05	-7.9022896370e-06
3.000	0.000	-898.000	8.0925839547e-06	1.0739147503e-05	-7.1885232764e-06
4.000	0.000	-898.000	7.2561816660e-06	1.1456301972e-05	-7.6588222678e-06
5.000	0.000	-898.000	5.6422138629e-06	1.0823789369e-05	-9.1110587158e-06
-5.000	0.000	-897.500	4.4597636521e-06	1.1322013383e-05	-1.0181743955e-05
-4.000	0.000	-897.500	4.5395904528e-06	1.1266042237e-05	-7.6771715681e-06
-3.000	0.000	-897.500	6.2025110252e-06	1.0460486385e-05	-9.2800936120e-06
-2.000	0.000	-897.500	4.1386234159e-06	1.1995072567e-05	-8.6435085497e-06
-1.000	0.000	-897.500	6.4268239761e-06	1.0688798067e-05	-7.7951211557e-06
0.000	0.000	-897.500	6.0196749443e-06	1.0352163068e-05	-7.7364319541e-06
1.000	0.000	-897.500	6.0166198889e-06	1.0615540163e-05	-7.4955706140e-06
2.000	0.000	-897.500	6.2832004299e-06	1.0639854057e-05	-8.4567669357e-06
3.000	0.000	-897.500	8.0770211430e-06	1.0188290233e-05	-7.6413297443e-06
4.000	0.000	-897.500	7.2744401149e-06	1.1476996890e-05	-8.1140919685e-06
5.000	0.000	-897.500	6.0409884485e-06	1.0739288046e-05	-8.6701757234e-06
-5.000	0.000	-897.000	4.1178130973e-06	1.0870800915e-05	-9.8097957853e-06
-4.000	0.000	-897.000	4.8068898302e-06	1.1040576546e-05	-7.6140199880e-06
-3.000	0.000	-897.000	5.4855793749e-06	1.0750882822e-05	-9.2026981199e-06
-2.000	0.000	-897.000	4.3181169066e-06	1.1555735960e-05	-8.5249163796e-06
-1.000	0.000	-897.000	6.8796550719e-06	1.1257644808e-05	-8.2214746439e-06
