X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	1.21569e-05	1.05992e-05	-8.62642e-06
-4	0	-900	1.40855e-05	1.07632e-05	-7.68791e-06
-3	0	-900	1.46557e-05	1.13544e-05	-7.98041e-06
-2	0	-900	1.40481e-05	1.11711e-05	-7.98572e-06
-1	0	-900	1.49273e-05	1.13843e-05	-8.28108e-06
0	0	-900	1.57625e-05	1.04657e-05	-7.62892e-06
1	0	-900	1.43207e-05	9.79695e-06	-7.7571e-06
2	0	-900	1.46621e-05	1.08222e-05	-8.30019e-06
3	0	-900	1.78756e-05	1.14755e-05	-6.57756e-06
4	0	-900	1.70281e-05	1.14349e-05	-7.44474e-06
5	0	-900	1.47108e-05	1.07107e-05	-8.50921e-06
-5	0	-899.5	1.27661e-05	1.11175e-05	-8.70263e-06
-4	0	-899.5	1.43864e-05	1.11123e-05	-7.37938e-06
-3	0	-899.5	1.41519e-05	1.0874e-05	-8.79925e-06
-2	0	-899.5	1.44026e-05	1.16773e-05	-7.491e-06
-1	0	-899.5	1.53017e-05	1.11881e-05	-7.7533e-06
0	0	-899.5	1.55631e-05	1.05034e-05	-7.78066e-06
1	0	-899.5	1.51669e-05	1.0647e-05	-7.05188e-06
2	0	-899.5	1.54361e-05	1.07053e-05	-7.68494e-06
3	0	-899.5	1.73097e-05	1.03747e-05	-6.64506e-06
4	0	-899.5	1.66381e-05	1.10127e-05	-7.73225e-06
5	0	-899.5	1.45643e-05	1.06228e-05	-8.35574e-06
-5	0	-899	1.21363e-05	1.12898e-05	-9.54019e-06
-4	0	-899	1.41114e-05	1.10093e-05	-7.8271e-06
-3	0	-899	1.45094e-05	1.11148e-05	-8.33099e-06
-2	0	-899	1.37629e-05	1.17441e-05	-7.88297e-06
-1	0	-899	1.54213e-05	1.1071e-05	-8.18067e-06
0	0	-899	1.50471e-05	1.05204e-05	-7.38987e-06
1	0	-899	1.47339e-05	1.03565e-05	-7.59495e-06
2	0	-899	1.53704e-05	1.04035e-05	-8.12906e-06
3	0	-899	1.69331e-05	1.04363e-05	-7.42807e-06
4	0	-899	1.59922e-05	1.09713e-05	-7.94653e-06
5	0	-899	1.48723e-05	1.06374e-05	-8.30812e-06
-5	0	-898.5	1.12889e-05	1.11018e-05	-9.2743e-06
-4	0	-898.5	1.41611e-05	1.13258e-05	-7.76619e-06
-3	0	-898.5	1.42453e-05	1.06193e-05	-8.94516e-06
-2	0	-898.5	1.34012e-05	1.15833e-05	-7.8248e-06
-1	0	-898.5	1.5628e-05	1.09688e-05	-8.08945e-06
0	0	-898.5	1.55209e-05	1.07638e-05	-7.53906e-06
1	0	-898.5	1.44471e-05	1.03717e-05	-7.15963e-06
2	0	-898.5	1.5163e-05	1.021e-05	-8.79944e-06
