X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-5	0	-900	1.91002e-05	1.02776e-05	-7.2339e-06
-4	0	-900	2.14866e-05	1.0017e-05	-5.98199e-06
-3	0	-900	1.68584e-05	1.09738e-05	-6.93614e-06
-2	0	-900	1.76436e-05	1.01478e-05	-8.1065e-06
-1	0	-900	1.88869e-05	9.41051e-06	-6.42692e-06
0	0	-900	1.67964e-05	9.50662e-06	-8.27851e-06
1	0	-900	2.27941e-05	9.6836e-06	-5.37681e-06
2	0	-900	1.95302e-05	9.68601e-06	-6.3344e-06
3	0	-900	1.90262e-05	9.78851e-06	-7.1241e-06
4	0	-900	2.44243e-05	1.03524e-05	-5.21996e-06
5	0	-900	2.16379e-05	9.88322e-06	-6.31971e-06
-5	0	-899.5	1.89233e-05	1.06607e-05	-7.49384e-06
-4	0	-899.5	2.18503e-05	1.02196e-05	-5.21749e-06
-3	0	-899.5	1.77831e-05	1.06168e-05	-7.22615e-06
-2	0	-899.5	1.71883e-05	1.06548e-05	-8.03422e-06
-1	0	-899.5	1.89372e-05	9.80298e-06	-6.60598e-06
0	0	-899.5	1.675e-05	9.53251e-06	-8.51037e-06
1	0	-899.5	2.19928e-05	9.31742e-06	-6.27098e-06
2	0	-899.5	2.00087e-05	1.03715e-05	-6.69135e-06
3	0	-899.5	1.95302e-05	1.01338e-05	-7.66385e-06
4	0	-899.5	2.30275e-05	1.00028e-05	-5.99177e-06
5	0	-899.5	2.15037e-05	9.93835e-06	-6.88474e-06
-5	0	-899	1.9498e-05	1.07365e-05	-7.3083e-06
-4	0	-899	2.13476e-05	9.94988e-06	-5.41732e-06
-3	0	-899	1.68606e-05	1.03344e-05	-7.94378e-06
-2	0	-899	1.74678e-05	9.94524e-06	-7.87718e-06
-1	0	-899	1.83054e-05	9.99051e-06	-7.07972e-06
0	0	-899	1.79109e-05	9.83215e-06	-8.38166e-06
1	0	-899	2.16997e-05	9.31454e-06	-6.54727e-06
2	0	-899	1.98997e-05	1.00632e-05	-6.86469e-06
3	0	-899	1.97447e-05	1.01921e-05	-8.56225e-06
4	0	-899	2.34308e-05	1.03453e-05	-6.216e-06
5	0	-899	2.11613e-05	9.39848e-06	-6.37689e-06
-5	0	-898.5	1.99687e-05	1.09247e-05	-6.90684e-06
-4	0	-898.5	2.07108e-05	1.00849e-05	-6.0823e-06
-3	0	-898.5	1.67552e-05	1.13896e-05	-8.07858e-06
-2	0	-898.5	1.75831e-05	1.07515e-05	-7.85241e-06
-1	0	-898.5	1.82705e-05	9.65928e-06	-6.92343e-06
0	0	-898.5	1.72229e-05	9.62048e-06	-8.55447e-06
1	0	-898.5	2.1195e-05	9.45233e-06	-6.60566e-06
2	0	-898.5	1.96747e-05	1.02513e-05	-6.76716e-06
3	0	-898.5	1.8976e-05	9.77597e-06	-8.32642e-06
4	0	-898.5	2.2627e-05	1.01345e-05	-6.45647e-06
5	0	-898.5	2.1441e-05	9.9298e-06	-6.17314e-06
-5	0	-898	1.91971e-05	1.0614e-05	-7.61656e-06
-4	0	-898	1.97535e-05	9.52451e-06	-6.16988e-06
-3	0	-898	1.67758e-05	1.08912e-05	-7.8029e-06
-2	0	-898	1.74698e-05	1.04843e-05	-7.86822e-06
